Stimulus Family,Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Facial expression,All 35 participants,Neutral Sad,PO,Social Phobia,Social Phobia Raw,35,-0.1328054954031339,-0.4463001466713324,0.2097227428057733,0.44693660980953637,-0.17539733828157425,0.3135410054120647,P4,-0.2115246038508951,-0.2115246038508951,-0.09537671323292994,0.748014554736175,1.0,1.0,0.9124935671603224,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,35,-0.21143911134895566,-0.5088326208690506,0.13104074116339562,0.2227285308722205,-0.25126842562229834,0.1453885324854009,P8,-0.29986605753615847,-0.29986605753615847,-0.15297591089897075,0.5345484740933292,1.0,1.0,0.6730081732870978,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,PO,Major Depression,Major Depression Raw,35,-0.0691854069208751,-0.3933626614992229,0.2702929574094745,0.6929054126016404,0.029401709509688734,0.8668493640687649,P6,-0.019468311537429287,-0.10849983008415141,-0.019468311537429287,0.8908783876306805,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,PO,Separation Anxiety,Separation Anxiety Raw,35,-0.14241997146434437,-0.45411383589472143,0.20033464850984767,0.4144196550018827,-0.08416375200014635,0.6307362834623338,P27,-0.11374786577209746,-0.16718621902396794,-0.11374786577209746,0.7432705974985291,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,PO,Generalized Anxiety,Generalized Anxiety Raw,35,-0.03872117227021224,-0.36722910379667145,0.2983755195447027,0.8252164512612196,-0.05837741688485696,0.7390535358340957,P27,0.004572020363723631,-0.06659985236477156,0.004572020363723631,0.9666355202565626,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,PO,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.015626475586517762,-0.3470656863465379,0.319282723858085,0.9290061417255797,0.05693065727314193,0.7453036770027714,P30,0.028506449327640494,-0.03831023628393384,0.028506449327640494,0.9739435704460515,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,CP,Social Phobia,Social Phobia Raw,35,-0.2482152200970767,-0.5370395380116217,0.09269910365013406,0.15050711592113242,-0.16472464195699488,0.3443459279455363,P27,-0.1782711785557587,-0.288035408439903,-0.1782711785557587,0.4582051347418783,1.0,1.0,0.9124935671603224,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,35,-0.08936211052766833,-0.4103874742882149,0.25137013990780555,0.609703529939954,-0.009903597856734732,0.9549722361328196,P4,0.02490043825161282,-0.18005292672297052,0.02490043825161282,0.8489633010475478,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,CP,Major Depression,Major Depression Raw,35,-0.023832860397246015,-0.3542657490161567,0.31189078891744554,0.8919038188690434,0.16121702917752767,0.3548586094512365,P27,0.08857716433544069,-0.06356118646974264,0.08857716433544069,0.9739435704460515,1.0,1.0,0.9124935671603224,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,CP,Separation Anxiety,Separation Anxiety Raw,35,-0.2338325451576346,-0.5260845373216244,0.10781539405931918,0.176387579736796,-0.050982441989936365,0.7711649342663698,P27,-0.058856633569816755,-0.28464444894758584,-0.058856633569816755,0.48845791311728126,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,CP,Generalized Anxiety,Generalized Anxiety Raw,35,-0.12234240726678727,-0.43774212465245893,0.2198682045531495,0.48384087316304075,0.04378306266364272,0.8027909910675317,P27,0.029118393911950643,-0.16585985387492505,0.029118393911950643,0.7598731470708997,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,CP,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.013688058687915422,-0.3453592476410596,0.32102283095690487,0.9377944682110183,0.1746347911853629,0.3156827030424901,P30,0.07599412457480557,-0.047057430764413474,0.07599412457480557,0.9739435704460515,1.0,1.0,0.9124935671603224,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,LOT,Social Phobia,Social Phobia Raw,34,0.17514552939576233,-0.17328343603216054,0.4846087199585738,0.32180710730241147,0.1881567353841129,0.2865819935010874,P20,0.03980296940233653,0.03980296940233653,0.22357262721001753,0.9886932528945126,1.0,1.0,0.9469272134069557,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,LOT,Panic Disorder,Panic Disorder Raw,34,0.25107399643627654,-0.09517226562589556,0.5431258075113637,0.15205778343245516,0.3681386217009245,0.032179008456198595,P7,0.3087390492216502,0.19972513411160295,0.3087390492216502,0.9724330326975615,1.0,1.0,0.42158261058397356,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,LOT,Major Depression,Major Depression Raw,34,-0.141789363957753,-0.4579949812371908,0.20626645962465795,0.42377119323031687,-0.12128797703304928,0.4944170155038625,P7,-0.07081452730230185,-0.1733622335886124,-0.07081452730230185,0.9981798391299976,1.0,1.0,0.9469272134069557,1.0,1.0
