Stimulus Family,Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Valence,P27 omitted,Positive Valence,Frontal,Social Phobia,Social Phobia Raw,34,-0.13825062705076788,-0.45513789109739156,0.20971981149477126,0.4355467170396222,-0.017620541180108293,0.921210549985856,P25,0.04075744722334665,-0.20126524350506803,0.04075744722334665,0.7976918861093244,1.0,1.0,0.9287267996635848,1.0,1.0
Valence,P27 omitted,Positive Valence,Frontal,Panic Disorder,Panic Disorder Raw,34,-0.12712592333945097,-0.4461133736678906,0.22051983989059393,0.4737113768890191,-0.0790965062152217,0.6565694056294635,P35,-0.027030896123966808,-0.20792699873232928,-0.027030896123966808,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Positive Valence,PO,Social Phobia,Social Phobia Raw,34,-0.17193364254319504,-0.48207075344855715,0.17649376630376187,0.33089952053377103,-0.11047313209441807,0.5339566751364024,P25,-0.1042370696200585,-0.2180702499954723,-0.1042370696200585,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Positive Valence,PO,Panic Disorder,Panic Disorder Raw,34,-0.21330676824588754,-0.514369438678831,0.13456555059980674,0.22579618713859922,-0.23574466500864907,0.17952887362346168,P8,-0.3228033777904698,-0.3228033777904698,-0.14215183713551138,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Positive Valence,CP,Social Phobia,Social Phobia Raw,34,-0.2204263805053555,-0.5198426722897554,0.12722256896767278,0.21031618973117291,-0.07247405198427151,0.683771275090607,P25,-0.034680423099158184,-0.2562637768205582,-0.034680423099158184,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Positive Valence,CP,Panic Disorder,Panic Disorder Raw,34,-0.02380481534465545,-0.35907992963402163,0.3169120151649999,0.8936939032968669,-0.12698696896271922,0.4741988743357918,P25,-0.10737155335719767,-0.10737155335719767,0.006404859788654729,0.8936939032968669,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,LOT,Social Phobia,Social Phobia Raw,34,-0.0822396823750699,-0.4090299942966299,0.2632470850898483,0.6438062835442782,-0.17436674663446294,0.32399733542599507,P23,-0.22030890767956685,-0.22030890767956685,-0.014340694856912303,0.8132289897401409,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,LOT,Panic Disorder,Panic Disorder Raw,34,-0.0954034854380551,-0.42001846904167883,0.2508553543821619,0.591466427280969,-0.09856166204162391,0.5791922335320785,P4,-0.16644703733851446,-0.16644703733851446,-0.040146379432969226,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT,Social Phobia,Social Phobia Raw,34,-0.09366558096612569,-0.41857318782915826,0.25249785665930025,0.5982689145819933,-0.01593509811070663,0.9287267996635848,P26,0.010777486531642434,-0.16963333547416698,0.010777486531642434,0.7976918861093244,1.0,1.0,0.9287267996635848,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT,Panic Disorder,Panic Disorder Raw,34,-0.15451412899344358,-0.4682149502021007,0.19377666656824652,0.38292402375563617,-0.018074787553087772,0.919185952904195,P8,-0.06728269492839786,-0.19589967166520797,-0.06728269492839786,0.7976918861093244,1.0,1.0,0.9287267996635848,1.0,1.0
Valence,P27 omitted,Negative Valence,O,Social Phobia,Social Phobia Raw,34,-0.1677951079351977,-0.4787928769637655,0.18061939471820226,0.34284589640561314,-0.39454690033720746,0.0209381350361079,P4,-0.40229507275540866,-0.40229507275540866,-0.14447160703658357,0.7976918861093244,1.0,1.0,0.5025152408665897,1.0,0.5025152408665896
Valence,P27 omitted,Negative Valence,O,Panic Disorder,Panic Disorder Raw,34,-0.21972355334271562,-0.5193034621113815,0.12794914569060184,0.21181091708385374,-0.12466968850719516,0.4823672021940537,P8,-0.19587759002965505,-0.24272975622490545,-0.19587759002965505,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,Frontal,Social Phobia,Social Phobia Raw,34,0.03376275754236597,-0.3079185716107729,0.367729933093611,0.8496546261715885,-0.0635871703456082,0.7208918617645561,P1,-0.05438412978210157,-0.05438412978210157,0.05705553951393747,0.8936939032968669,1.0,1.0,0.8650702341174673,1.0,1.0
Valence,P27 omitted,Negative Valence,Frontal,Panic Disorder,Panic Disorder Raw,34,-0.05679548959060201,-0.3875183979341474,0.2868801096106933,0.7496945352089905,0.10273276686156725,0.5631582912157169,P1,0.10435112740801972,-0.07220304022976537,0.10435112740801972,0.8567937545245606,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,PO,Social Phobia,Social Phobia Raw,34,-0.030904235205284205,-0.3652527666933241,0.31050648884914805,0.8622568115539364,-0.08978814896994314,0.6135663132332474,P23,-0.11464647619680088,-0.11464647619680088,0.01386315297324111,0.8936939032968669,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,PO,Panic Disorder,Panic Disorder Raw,34,0.1137186634478777,-0.23342351065809244,0.4351503283666587,0.5219332202943242,0.08790217194621318,0.6210658119075493,P4,0.005403119607366856,0.005403119607366856,0.16203191070261008,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,CP,Social Phobia,Social Phobia Raw,34,0.23011008054788168,-0.11717351342589732,0.5272478125607486,0.19045850004686804,0.18723740280080292,0.28898608456924296,P25,0.07688870439437408,0.07688870439437408,0.28220671040183887,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
Valence,P27 omitted,Negative Valence,CP,Panic Disorder,Panic Disorder Raw,34,0.09947833330005723,-0.24699636147999346,0.4234007616073525,0.5756510604266655,0.21936921645627896,0.2125672628289583,P25,0.21733258721945747,0.054556492452750495,0.21733258721945747,0.7976918861093244,1.0,1.0,0.8637110843249772,1.0,1.0
