Stimulus Family,Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Valence,All 35 participants,Positive Valence,ROT minus LOT,Social Phobia,Social Phobia Raw,35,0.3292291377605059,-0.004512492538268877,0.5969785009759966,0.053454094095868765,0.3277641213364246,0.05458933344606838,P27,0.2692958023102202,0.2692958023102202,0.36412764709056006,0.10690818819173753,0.3317586311847566,0.37417865867108135,0.5043586854437019,1.0,0.6550720013528206
Valence,All 35 participants,Positive Valence,ROT minus LOT,Panic Disorder,Panic Disorder Raw,35,0.269889840637741,-0.06961815040041656,0.5533666664564639,0.1168908048229409,0.23825226843916128,0.16811956181456728,P8,0.31175660949883505,0.2339787268325781,0.31175660949883505,0.1698709274068261,0.5271452758464137,0.5963959934640344,0.5043586854437019,1.0,1.0
Valence,All 35 participants,Positive Valence,ROT minus LOT,Major Depression,Major Depression Raw,35,0.3434551858377965,0.01152809197107758,0.6072040380579561,0.04338022202038843,0.07906105619351707,0.6516633869098101,P27,0.011923922287980622,0.011923922287980622,0.37497568297715367,0.10411253284893222,0.3230831236723665,0.34704177616310744,0.781996064291772,1.0,1.0
Valence,All 35 participants,Positive Valence,ROT minus LOT,Separation Anxiety,Separation Anxiety Raw,35,0.6663981293008728,0.4282566195117093,0.8179897117746465,1.2413000473145834e-05,0.2893752014624321,0.09177985898222012,P27,0.2484265679021578,0.2484265679021578,0.6962525920627071,0.00014895600567775002,0.00046224186740280427,0.00014895600567775002,0.5043586854437019,1.0,1.0
Valence,All 35 participants,Positive Valence,ROT minus LOT,Generalized Anxiety,Generalized Anxiety Raw,35,0.5112664358838988,0.21457946225794078,0.7215729825434747,0.0016963323268829032,0.1970946283661069,0.2564356561610894,P27,0.16431097337690725,0.16431097337690725,0.5939604099063596,0.006785329307531613,0.02105630636230797,0.01696332326882903,0.6154455747866144,1.0,1.0
Valence,All 35 participants,Positive Valence,ROT minus LOT,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.07377764090730068,-0.2660090401932573,0.39725716367672625,0.6736107369932242,0.24380553977223035,0.15812919649399798,P27,0.14795779432191644,0.061906697006209786,0.14795779432191644,0.734848076719881,1.0,1.0,0.5043586854437019,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT minus LOT,Social Phobia,Social Phobia Raw,34,0.0006901595934747304,-0.33755431930007035,0.33877679071872635,0.9969091980932407,-0.03324919509637826,0.8519161349334997,P23,0.12834114654417964,-0.07402913244537307,0.12834114654417964,0.9969091980932407,1.0,1.0,0.930852693560705,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT minus LOT,Panic Disorder,Panic Disorder Raw,34,-0.047574071072234714,-0.37963227546416095,0.2953430821561356,0.7893326569211827,-0.03367780928694986,0.8500286210505096,P4,0.0006203971225908437,-0.08197826724336504,0.0006203971225908437,0.9471991883054192,1.0,1.0,0.930852693560705,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT minus LOT,Major Depression,Major Depression Raw,34,0.09503049793807948,-0.25120803485949006,0.4197084227971101,0.5929235161237998,0.08106335680183545,0.6485713915404043,P7,0.03593972348822241,0.03593972348822241,0.1473748352347875,0.7905646881650664,1.0,1.0,0.930852693560705,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT minus LOT,Separation Anxiety,Separation Anxiety Raw,34,-0.1495859768278176,-0.4642668093393966,0.19862724971789839,0.3984631185839339,-0.09942530745258157,0.5758556378121904,P23,-0.0552535737172139,-0.20984257643760384,-0.0552535737172139,0.6920148423791888,1.0,1.0,0.930852693560705,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT minus LOT,Generalized Anxiety,Generalized Anxiety Raw,34,0.18519881541812916,-0.16318693511734125,0.4925190837464788,0.2943630913979393,0.2155350432840811,0.22087035345642445,P16,0.35152059755998466,0.10710990474040284,0.35152059755998466,0.6920148423791888,1.0,1.0,0.6626110603692734,1.0,1.0
Valence,P27 omitted,Negative Valence,ROT minus LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.11983501338001712,-0.22755202315649758,0.4401634859281688,0.49964090907119985,0.032939233407664734,0.8532816357639795,P30,0.21016961810747106,0.03397317912836619,0.21016961810747106,0.7494613636067998,1.0,1.0,0.930852693560705,1.0,1.0
Valence,P27 omitted,Positive Valence,ROT minus LOT,Social Phobia,Social Phobia Raw,34,0.2692958023102202,-0.07577001304125103,0.5567593200809069,0.12352950192201555,0.27411433192359774,0.11669889453445684,P8,0.19878825597876162,0.19878825597876162,0.31206306690772256,0.6920148423791888,1.0,1.0,0.6626110603692734,1.0,1.0
Valence,P27 omitted,Positive Valence,ROT minus LOT,Panic Disorder,Panic Disorder Raw,34,0.2339787268325781,-0.1131389277662003,0.5301936084247195,0.1829054242160078,0.17750368289314403,0.31523138387244437,P8,0.054816016185240284,0.054816016185240284,0.2848195221153204,0.6920148423791888,1.0,1.0,0.7565553212938665,1.0,1.0
Valence,P27 omitted,Positive Valence,ROT minus LOT,Major Depression,Major Depression Raw,34,0.011923922287980622,-0.32756259341073946,0.34868363635031124,0.9466378710026588,-0.0050664598001147155,0.9773132889041196,P25,0.11362861879800112,-0.08680417794359847,0.11362861879800112,0.9969091980932407,1.0,1.0,0.9773132889041196,1.0,1.0
Valence,P27 omitted,Positive Valence,ROT minus LOT,Separation Anxiety,Separation Anxiety Raw,34,0.2484265679021578,-0.09796948161064582,0.5411321120074718,0.15656996623883115,0.22359024539805908,0.2036775371819344,P8,0.1325712571246652,0.1325712571246652,0.3387640436548075,0.6920148423791888,1.0,1.0,0.6626110603692734,1.0,1.0
Valence,P27 omitted,Positive Valence,ROT minus LOT,Generalized Anxiety,Generalized Anxiety Raw,34,0.16431097337690725,-0.1840831839803581,0.47602657119643277,0.3531040035089923,0.12455542702346396,0.48277184436759757,P8,0.07147270132510498,0.07147270132510498,0.219645921967153,0.6920148423791888,1.0,1.0,0.930852693560705,1.0,1.0
Valence,P27 omitted,Positive Valence,ROT minus LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.14795779432191644,-0.2002260644568207,0.46295965264290834,0.4036753247211935,0.22280594672920392,0.2053095008483867,P11,-0.012942820818421723,-0.012942820818421723,0.26160353582117857,0.6920148423791888,1.0,1.0,0.6626110603692734,1.0,1.0
