Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
All 35 participants; T scores,Neutral Sad,LOT,Generalized Anxiety,Generalized Anxiety T,35,-0.35144781802493436,-0.6129109817059245,-0.020615766725909455,0.038429474554605325,-0.2820572324444074,0.1006738406629009,P27,-0.2189420012092664,-0.38528995085508816,-0.2189420012092664,0.38429474554605325,1.0,1.0,0.6711589377526727,1.0,1.0
All 35 participants; T scores,Neutral Sad,LOT,Obsessive Compulsive,Obsessive Compulsive T,35,-0.2684413117793064,-0.5522822647050086,0.07117208381610718,0.1189446325552351,-0.3664081220840833,0.03039565512274066,P11,-0.3518760163772436,-0.3518760163772436,-0.21245874374713855,0.5634219436826926,1.0,1.0,0.39080128014952276,1.0,1.0
All 35 participants; T scores,Neutral Sad,ROT,Social Phobia,Social Phobia T,35,0.31969298669942825,-0.01516968418060737,0.5900749611080236,0.061191699144907394,0.2832704541880168,0.09915574068440415,P27,0.20403271001791684,0.20403271001791684,0.35588488502121046,0.500870004995395,1.0,1.0,0.6711589377526727,1.0,1.0
All 35 participants; T scores,Neutral Sad,ROT,Panic Disorder,Panic Disorder T,35,0.14044050468836722,-0.20227266621518758,0.45250903243002266,0.4210029246346307,-0.0772595390240208,0.6591157645746886,P27,-0.10810607879586262,-0.10810607879586262,0.19714395836984286,0.8061758131301439,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,ROT,Major Depression,Major Depression T,35,0.3147930842885126,-0.020616173285636127,0.5865123126990155,0.0654977112921155,0.060197961094349224,0.7312119546243063,P27,0.014626681899351304,0.014626681899351304,0.35467175191077366,0.500870004995395,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,ROT,Separation Anxiety,Separation Anxiety T,35,0.5869752870381415,0.31542902017181634,0.7696688438806271,0.00021020129241597653,0.12048064243152964,0.4905685348983799,P27,-0.02820904354377051,-0.02820904354377051,0.6347945328044413,0.009459058158718944,0.05460664824548949,0.03720562875762785,0.9812653173041066,1.0,1.0
All 35 participants; T scores,Neutral Sad,ROT,Generalized Anxiety,Generalized Anxiety T,35,0.40215201382600135,0.07956896534468362,0.6484905928932679,0.016627071474121718,-0.006477599946301918,0.9705403621469479,P27,-0.12758133095797725,-0.12758133095797725,0.47774330402595544,0.23022098964168536,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,ROT,Obsessive Compulsive,Obsessive Compulsive T,35,-0.0013447253979785682,-0.334441398375632,0.3320506193766198,0.9938830212090126,-0.026545174162546304,0.8796866421353478,P27,-0.13210092703570908,-0.13210092703570908,0.055073618299720045,0.9938830212090126,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,O,Social Phobia,Social Phobia T,35,-0.14371024620803882,-0.4551588063332875,0.19906994577144474,0.41015993983897314,-0.04838034984894345,0.7825566961451876,P29,-0.06579437050087725,-0.18751734928101552,-0.06579437050087725,0.7965048113805148,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,O,Panic Disorder,Panic Disorder T,35,0.11902617128566977,-0.22306839459562292,0.4350177120680474,0.49585756929613856,-0.03208592877500317,0.854816862858103,P35,-0.12567867182636355,-0.12567867182636355,0.18055610265571573,0.8149014905509329,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,O,Major Depression,Major Depression T,35,-0.018247261437872392,-0.34936934800226777,0.3169264612174752,0.9171374223549765,-0.034378788969966344,0.8445640326964624,P29,0.07049156305857329,-0.10461529045182383,0.07049156305857329,0.9723072696212857,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,O,Separation Anxiety,Separation Anxiety T,35,0.01718153963445316,-0.31788511614738696,0.3484330649273771,0.9219617628029874,0.05139384047778537,0.7693680973553201,P27,-0.0707943535186549,-0.0707943535186549,0.06042814547516542,0.9723072696212857,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,O,Generalized Anxiety,Generalized Anxiety T,35,-0.06596082788096606,-0.3906210460843858,0.27329303034831803,0.7065690965901346,-0.039006417067948496,0.8239489450118642,P29,0.11053431903787019,-0.15816166450340796,0.11053431903787019,0.918919313141301,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,O,Obsessive Compulsive,Obsessive Compulsive T,35,-0.2124163167050852,-0.5095904782707582,0.13003501707005413,0.22054802915973254,-0.14854001712233356,0.3944369119659835,P29,-0.08791720997525837,-0.25944826639636104,-0.08791720997525837,0.7105548198254538,1.0,1.0,0.96834456555666,1.0,1.0
All 35 participants; T scores,Neutral Sad,Frontal,Social Phobia,Social Phobia T,35,-0.015669816777335914,-0.34710381565490334,0.31924379085939103,0.9288097334691257,0.09227324695827477,0.5980565004209806,P27,-0.12648296097883713,-0.12648296097883713,0.09325210590439832,0.9723072696212857,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,Frontal,Panic Disorder,Panic Disorder T,35,0.029239416271147577,-0.30699850156056846,0.35898800524441876,0.8675778451085517,0.026456818463599107,0.8800842113333167,P35,-0.05654614788690373,-0.05654614788690373,0.10496798357422724,0.9639753834539464,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,Frontal,Major Depression,Major Depression T,35,0.13088233491347018,-0.21159307120651472,0.44473143502179635,0.45360282625257203,0.1971518306236845,0.2562948794766644,P6,0.25986182911043126,0.01190453570691796,0.25986182911043126,0.8149014905509329,1.0,1.0,0.8387832419236289,1.0,1.0
All 35 participants; T scores,Neutral Sad,Frontal,Separation Anxiety,Separation Anxiety T,35,0.09339898747596213,-0.24755260463345594,0.41376707733394286,0.5935785689488172,-0.06557629372438735,0.7082046386316827,P27,-0.19087870806642332,-0.19087870806642332,0.13816469374999274,0.8547531392862968,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,Frontal,Generalized Anxiety,Generalized Anxiety T,35,0.20992872058270798,-0.1325938255769036,0.5076603517287046,0.2261276309785204,0.17559928550083675,0.3129753454187902,P27,0.046973918959216335,0.046973918959216335,0.2941759692357192,0.7105548198254538,1.0,1.0,0.8523026095631938,1.0,1.0
All 35 participants; T scores,Neutral Sad,Frontal,Obsessive Compulsive,Obsessive Compulsive T,35,-0.07745541225504259,-0.40036776476693986,0.26256848397527066,0.6583039093422082,-0.009460248238779799,0.9569860652196397,P18,-0.1499663377694753,-0.1499663377694753,-0.024524981904415176,0.904539722760286,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,PO,Social Phobia,Social Phobia T,35,-0.09884305540367785,-0.4183108153955417,0.24238751744847295,0.5721331266597618,-0.1534147905354903,0.3789258631554895,P4,-0.19638943933332187,-0.19638943933332187,-0.05672399365127124,0.8453057128874474,1.0,1.0,0.9590396514964025,1.0,1.0
All 35 participants; T scores,Neutral Sad,PO,Panic Disorder,Panic Disorder T,35,-0.2104218034645398,-0.5080431725041534,0.1320869897561982,0.22501410091580468,-0.2141876473489247,0.21663285854032083,P8,-0.28340286307931817,-0.28340286307931817,-0.1687962382375945,0.7105548198254538,1.0,1.0,0.8277474059300411,1.0,1.0
All 35 participants; T scores,Neutral Sad,PO,Major Depression,Major Depression T,35,-0.052235301693500456,-0.3788864807028961,0.28598952946858397,0.7656965909425338,0.04700773185689275,0.7885840438513805,P6,0.006040194274938866,-0.08855897986436707,0.006040194274938866,0.9250025930849403,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,PO,Separation Anxiety,Separation Anxiety T,35,-0.1221167589986816,-0.4375569295739856,0.22008619043334518,0.4846537233924689,-0.0732994118289726,0.6756107866463161,P27,-0.0873235551004185,-0.14492310326513963,-0.0873235551004185,0.8149014905509329,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,PO,Generalized Anxiety,Generalized Anxiety T,35,0.007261220130325513,-0.3267760494408209,0.3396858009659004,0.9669783529820831,-0.004787791264657939,0.978223343583673,P27,0.05449760187291246,-0.015279224178311597,0.05449760187291246,0.9723804666858936,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,PO,Obsessive Compulsive,Obsessive Compulsive T,35,-0.017543357097057913,-0.3487510114763695,0.3175597251767909,0.9203235613438412,0.059303048661007704,0.7350632962955395,P30,0.02572227336947615,-0.040195944109684495,0.02572227336947615,0.9723072696212857,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,CP,Social Phobia,Social Phobia T,35,-0.22245448773839063,-0.5173488308075731,0.11966293195274462,0.1989922871733817,-0.1531343247392645,0.37980844459183616,P27,-0.15521183771742086,-0.27424237422290254,-0.15521183771742086,0.6917171547254705,1.0,1.0,0.9590396514964025,1.0,1.0
All 35 participants; T scores,Neutral Sad,CP,Panic Disorder,Panic Disorder T,35,-0.04251966224939878,-0.3705161666774876,0.2949055555812232,0.8083744260585723,0.028708462588160732,0.8699618682083551,P4,0.08059584825527592,-0.1502596921565639,0.08059584825527592,0.9397045357055679,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,CP,Major Depression,Major Depression T,35,-0.007651338554018003,-0.34003087845514895,0.32642752507775286,0.9652052680421472,0.1754019845406446,0.3135279838995511,P27,0.10037262149973537,-0.0498400027296214,0.10037262149973537,0.9723804666858936,1.0,1.0,0.8523026095631938,1.0,1.0
All 35 participants; T scores,Neutral Sad,CP,Separation Anxiety,Separation Anxiety T,35,-0.19585379509733242,-0.4966830300962955,0.1469861850618725,0.25950199407050345,-0.011514466992290712,0.9476575753357248,P27,-0.010428756360969937,-0.24054895658333042,-0.010428756360969937,0.7267696413328704,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,CP,Generalized Anxiety,Generalized Anxiety T,35,-0.07911562691384232,-0.40176951449207665,0.261012515029815,0.6514381553897463,0.09829053831562473,0.5742935224225101,P27,0.07174619770551538,-0.12526012276243562,0.07174619770551538,0.904539722760286,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Neutral Sad,CP,Obsessive Compulsive,Obsessive Compulsive T,35,0.014173273634361175,-0.32058746787923137,0.345786600835808,0.9355938992336139,0.20996103180694867,0.2260545478704071,P30,0.11108290759165332,-0.017375395389987284,0.11108290759165332,0.9723072696212857,1.0,1.0,0.8277474059300411,1.0,1.0
All 35 participants; T scores,Positive Valence,LOT,Social Phobia,Social Phobia T,35,0.0613466210874002,-0.2775745321603082,0.3866878925754823,0.7262780501243412,-0.007572576498095497,0.9655632279719845,P27,-0.14069412523754668,-0.14069412523754668,0.20459490733714733,0.9211326059609491,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,LOT,Panic Disorder,Panic Disorder T,35,0.054609789408401395,-0.28380152388747265,0.3809240781353713,0.7553633797912944,-0.03180447325943296,0.8560770762894898,P27,-0.08218132397893867,-0.08218132397893867,0.11934918330529129,0.9239871091140355,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,LOT,Major Depression,Major Depression T,35,0.41362930362323364,0.09323421296702668,0.6563976448783634,0.0135137857604056,0.2856947524198019,0.096174482311897,P27,0.28137352850346703,0.28137352850346703,0.4575523633895376,0.202706786406084,1.0,1.0,0.6711589377526727,1.0,1.0
All 35 participants; T scores,Positive Valence,LOT,Separation Anxiety,Separation Anxiety T,35,0.35782664857948326,0.02790797656920734,0.6174461404336561,0.03481580475941734,-0.015446236209170468,0.9298229723933844,P27,-0.06155804676031995,-0.06155804676031995,0.43360595325681567,0.38429474554605325,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,LOT,Generalized Anxiety,Generalized Anxiety T,35,0.32922224369576947,-0.004520224529472845,0.59697352441309,0.053459391920337,0.19869333748330448,0.2525204503899241,P27,0.05236163560959993,0.05236163560959993,0.4909793839149669,0.4811345272830331,1.0,1.0,0.8387832419236289,1.0,1.0
All 35 participants; T scores,Positive Valence,LOT,Obsessive Compulsive,Obsessive Compulsive T,35,0.12663662119501667,-0.21571328645314608,0.44126139799697456,0.4685072353761272,0.061138619214800786,0.7271706963675016,P30,0.18880428713917333,0.06518836132311726,0.18880428713917333,0.8149014905509329,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,ROT,Social Phobia,Social Phobia T,35,0.2811541131442864,-0.057477728861860644,0.5617666932410118,0.1018153295302414,0.21511726570515727,0.21459732568313197,P27,0.10350252614507763,0.10350252614507763,0.3142326578194841,0.5542899746379294,1.0,1.0,0.8277474059300411,1.0,1.0
All 35 participants; T scores,Positive Valence,ROT,Panic Disorder,Panic Disorder T,35,0.20641060267904557,-0.13620487894011016,0.504925531452235,0.23418143528289204,0.20250724345276125,0.2433414178411066,P27,0.12412295856134956,0.12412295856134956,0.24612276503194508,0.7105548198254538,1.0,1.0,0.8277474059300411,1.0,1.0
All 35 participants; T scores,Positive Valence,ROT,Major Depression,Major Depression T,35,0.3756235141884744,0.04844052372172522,0.6300085841815798,0.026171930418280955,0.3374734182562002,0.04741157432795531,P27,0.3173471607212202,0.3173471607212202,0.3961308698372296,0.3364962482350408,1.0,1.0,0.4149273133656176,1.0,1.0
All 35 participants; T scores,Positive Valence,ROT,Separation Anxiety,Separation Anxiety T,35,0.6453869348868626,0.397668033827636,0.805411285467614,2.8376727785407793e-05,0.2023456943401331,0.24372562507940101,P27,0.16056654629226122,0.16056654629226122,0.6783697773032504,0.0025539055006867013,0.01474356294127139,0.005079434273587995,0.8277474059300411,1.0,1.0
All 35 participants; T scores,Positive Valence,ROT,Generalized Anxiety,Generalized Anxiety T,35,0.492120533259168,0.1900400805843104,0.7090797884583041,0.002674898828377277,0.27741025856988644,0.10665235895540695,P27,0.1950455381360165,0.1950455381360165,0.6086123139944357,0.06878311272970142,0.397081313914803,0.4654323961376462,0.6720546925693476,1.0,1.0
All 35 participants; T scores,Positive Valence,ROT,Obsessive Compulsive,Obsessive Compulsive T,35,0.090164921709432,-0.25061179262468125,0.4110602770416749,0.6064820060570063,0.257544668470662,0.13526791253428458,P27,0.2626115956575683,0.07231837178509644,0.2626115956575683,0.8664028657957233,1.0,1.0,0.7071335053150407,1.0,1.0
All 35 participants; T scores,Positive Valence,O,Social Phobia,Social Phobia T,35,-0.06656926579291234,-0.3911387959864232,0.27272745865533865,0.7039838632801235,0.05356896707912,0.7598877728520186,P25,0.011462474270909684,-0.10663582449847381,0.011462474270909684,0.918919313141301,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,O,Panic Disorder,Panic Disorder T,35,-0.13109559524634784,-0.4449054853000745,0.21138579303345212,0.45286097948813786,-0.050802720560421684,0.7719502594655886,P4,0.025358515084840653,-0.1541572606345904,0.025358515084840653,0.8149014905509329,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,O,Major Depression,Major Depression T,35,0.0776323436317177,-0.26240274635107613,0.4005172231568903,0.6575708944013156,0.11337984280707268,0.5166615337049976,P4,0.252079750342173,0.007215831106450203,0.252079750342173,0.904539722760286,1.0,1.0,0.9841700300559924,1.0,1.0
All 35 participants; T scores,Positive Valence,O,Separation Anxiety,Separation Anxiety T,35,0.054794704453368426,-0.2836309832481269,0.3810826246795728,0.7545603967830119,0.1273612385610692,0.4659453520828961,P4,0.29689642578760567,-0.00102566382321706,0.29689642578760567,0.9239871091140355,1.0,1.0,0.96834456555666,1.0,1.0
All 35 participants; T scores,Positive Valence,O,Generalized Anxiety,Generalized Anxiety T,35,0.060442251615116675,-0.2784121175636181,0.3859156176220768,0.7301617439143905,0.039006417067948496,0.8239489450118642,P4,0.11040681093402606,0.02184152906413591,0.11040681093402606,0.9211326059609491,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,O,Obsessive Compulsive,Obsessive Compulsive T,35,0.014574504741992303,-0.3202273531203561,0.3461398813549227,0.9337745712976617,-0.035158235991883134,0.8410842563877607,P4,0.08540855022541873,-0.03651221344000775,0.08540855022541873,0.9723072696212857,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,Frontal,Social Phobia,Social Phobia T,35,-0.03389619062228573,-0.3630418908040802,0.3027703841303783,0.846720008106294,0.09605953520732252,0.583054195012446,P25,0.18569418564368848,-0.09871303453956495,0.18569418564368848,0.9466434873238069,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,Frontal,Panic Disorder,Panic Disorder T,35,-0.04111035763038598,-0.3692975681147229,0.2961940107033048,0.8146136537007436,0.04756598213136435,0.7861312149265549,P35,0.08727134942794428,-0.09942016411164671,0.08727134942794428,0.9397045357055679,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,Frontal,Major Depression,Major Depression T,35,0.2690257248340926,-0.0705453433101763,0.5527198852710971,0.11811278862880156,0.19378411252050415,0.2646702504405468,P25,0.17529742696681855,0.17529742696681855,0.32496159005006026,0.5634219436826926,1.0,1.0,0.844094540930269,1.0,1.0
All 35 participants; T scores,Positive Valence,Frontal,Separation Anxiety,Separation Anxiety T,35,0.15560427937436244,-0.18735761731928915,0.4647513347531196,0.37207735380736173,0.016710019171738963,0.9240971396807298,P27,0.021951915251510114,0.021951915251510114,0.21915827481139394,0.7553951423357717,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,Frontal,Generalized Anxiety,Generalized Anxiety T,35,0.13312781782395317,-0.2094090296056202,0.44656287495044467,0.44582457521490276,0.13743777277371025,0.4311002058947604,P16,0.2436844876782606,0.034814370597599294,0.2436844876782606,0.8149014905509329,1.0,1.0,0.96834456555666,1.0,1.0
All 35 participants; T scores,Positive Valence,Frontal,Obsessive Compulsive,Obsessive Compulsive T,35,0.15514721385317407,-0.1878095092080322,0.4643840476447644,0.37350093148824265,0.08740139790753278,0.617601777544036,P30,0.26496733449017074,0.0770183224010198,0.26496733449017074,0.7553951423357717,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,PO,Social Phobia,Social Phobia T,35,-0.08487379003865379,-0.4066195490519144,0.25560218032781923,0.6278460705855229,-0.02986960729804335,0.8647497302792628,P24,-0.009565084113858612,-0.13861120408259908,-0.009565084113858612,0.8829085367608915,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,PO,Panic Disorder,Panic Disorder T,35,-0.17091227863623093,-0.4769913396214589,0.17213857808712835,0.32626891727367857,-0.09991670802742217,0.5679456065506098,P35,-0.08324666677189156,-0.24269017737444284,-0.08324666677189156,0.7476796565147554,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,PO,Major Depression,Major Depression T,35,0.06519359723931586,-0.27400587315433605,0.3899678786600548,0.7098336398466316,0.1324635787250948,0.4481178889203711,P24,0.14524667517898127,-0.003998709876813815,0.14524667517898127,0.918919313141301,1.0,1.0,0.96834456555666,1.0,1.0
All 35 participants; T scores,Positive Valence,PO,Separation Anxiety,Separation Anxiety T,35,0.038803234029346864,-0.29830064924947514,0.3673002036208744,0.8248517591193318,0.025556499909718408,0.8841369515831765,P27,-0.0935657790715084,-0.0935657790715084,0.12524072256627053,0.9397045357055679,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,PO,Generalized Anxiety,Generalized Anxiety T,35,0.15894617089543994,-0.18404913659352953,0.46743357147058795,0.3617664782110448,0.22573027638960813,0.19228723827577582,P24,0.2501661807992807,0.08889353778877676,0.2501661807992807,0.7553951423357717,1.0,1.0,0.7866296111281739,1.0,1.0
All 35 participants; T scores,Positive Valence,PO,Obsessive Compulsive,Obsessive Compulsive T,35,0.07404634108627275,-0.2657579638894526,0.39748467802326676,0.672487942919979,0.15192876276010545,0.383615860598561,P24,0.15273551450477868,0.02882200129365739,0.15273551450477868,0.9170290130726988,1.0,1.0,0.9590396514964025,1.0,1.0
All 35 participants; T scores,Positive Valence,CP,Social Phobia,Social Phobia T,35,-0.19329124426860206,-0.4946740340546753,0.14959100106888965,0.2659109071398556,-0.020894701818819056,0.9051658585690326,P25,0.04252266982943021,-0.22907807032593466,0.04252266982943021,0.7267696413328704,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,CP,Panic Disorder,Panic Disorder T,35,0.017715829458661292,-0.31740458893646145,0.34890254447684554,0.9195427710506272,-0.008302937709320996,0.9622441254257714,P25,-0.05107747076380324,-0.05107747076380324,0.04893668598897682,0.9723072696212857,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,CP,Major Depression,Major Depression T,35,0.2838553517725601,-0.05455141969773162,0.5637725042852268,0.09843011354382104,0.3773247491438346,0.025447781139045843,P25,0.24201568618247177,0.24201568618247177,0.3061097431661064,0.5542899746379294,1.0,1.0,0.38171671708568766,1.0,1.0
All 35 participants; T scores,Positive Valence,CP,Separation Anxiety,Separation Anxiety T,35,0.12498902007310589,-0.2173089097587202,0.43991226884448265,0.4743598959031538,0.0640316701034703,0.7147872741375602,P25,0.02236218219976818,0.02236218219976818,0.14854382024888038,0.8149014905509329,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Positive Valence,CP,Generalized Anxiety,Generalized Anxiety T,35,0.15642073065348427,-0.18655004622959945,0.46540715116565723,0.36954242933790415,0.34232707542304264,0.044118589289568154,P25,0.26681905075004453,0.12756460964384217,0.26681905075004453,0.7553951423357717,1.0,1.0,0.4149273133656176,1.0,1.0
All 35 participants; T scores,Positive Valence,CP,Obsessive Compulsive,Obsessive Compulsive T,35,0.2018886641724707,-0.14083293728624047,0.5014015635019663,0.24481476593651955,0.27011126687739934,0.11657920558784642,P30,0.2977670423058325,0.17452364232725204,0.2977670423058325,0.7107525462673148,1.0,1.0,0.6769115163165276,1.0,1.0
All 35 participants; T scores,Negative Valence,LOT,Social Phobia,Social Phobia T,35,-0.18870812357009245,-0.4910728958910868,0.15423787490695198,0.27763030097712044,-0.2602722588975045,0.13103524132591463,P23,-0.3130227412936636,-0.3130227412936636,-0.10239501528801005,0.7458724503862937,1.0,1.0,0.7071335053150407,1.0,1.0
All 35 participants; T scores,Negative Valence,LOT,Panic Disorder,Panic Disorder T,35,-0.17814437744328251,-0.48273299583404905,0.16489109135186847,0.30590145282854636,-0.21123236443543755,0.2231917379548745,P4,-0.2446046410617808,-0.2446046410617808,-0.12021082463331847,0.7476796565147554,1.0,1.0,0.8277474059300411,1.0,1.0
All 35 participants; T scores,Negative Valence,LOT,Major Depression,Major Depression T,35,-0.28571413863155415,-0.5651508357055676,0.05253437442436757,0.0961509211710553,-0.192661539819444,0.2675015569991677,P27,-0.18927998951715125,-0.33595883470357923,-0.18927998951715125,0.5542899746379294,1.0,1.0,0.844094540930269,1.0,1.0
All 35 participants; T scores,Negative Valence,LOT,Separation Anxiety,Separation Anxiety T,35,-0.3703142327634654,-0.6262747536139099,-0.04228603618259366,0.02854184469766419,-0.3134181747169862,0.06674779929638179,P27,-0.1967300784492176,-0.46635778371908665,-0.1967300784492176,0.3425021363719703,1.0,1.0,0.5006084947228634,1.0,1.0
All 35 participants; T scores,Negative Valence,LOT,Generalized Anxiety,Generalized Anxiety T,35,-0.45066332109203394,-0.6815528928389075,-0.13816696724932137,0.006590697276106378,-0.39386624021318395,0.01923018512281359,P27,-0.3416168748770452,-0.5422701177899297,-0.3416168748770452,0.1186325509699148,0.6848595148247387,1.0,0.38171671708568766,1.0,1.0
All 35 participants; T scores,Negative Valence,LOT,Obsessive Compulsive,Obsessive Compulsive T,35,-0.24234454931657531,-0.5325796997419423,0.09888825885640026,0.16071492849915683,-0.3322382702365503,0.05118130013679105,P30,-0.3573645460159861,-0.3573645460159861,-0.18657613621561897,0.6678444638101573,1.0,1.0,0.4187560920282904,1.0,1.0
All 35 participants; T scores,Negative Valence,ROT,Social Phobia,Social Phobia T,35,-0.28323246962730353,-0.5633102744124089,0.055226717218654194,0.0992030049134871,-0.10222978272428923,0.5589718772878947,P27,-0.09479186685106963,-0.3150561920880495,-0.09479186685106963,0.5542899746379294,1.0,1.0,0.9856903698584495,1.0,1.0
All 35 participants; T scores,Negative Valence,ROT,Panic Disorder,Panic Disorder T,35,-0.2287221204929185,-0.5221685323729127,0.11314871609972371,0.18630321773154232,-0.11441166707928763,0.5128278351349633,P27,-0.1497128321352739,-0.2729435245272742,-0.1497128321352739,0.6917171547254705,1.0,1.0,0.9841700300559924,1.0,1.0
All 35 participants; T scores,Negative Valence,ROT,Major Depression,Major Depression T,35,-0.3424043233725754,-0.606451665684341,-0.010337319217192996,0.04406770876312582,-0.13092004126113713,0.45347161349931775,P27,-0.10020809783142912,-0.3837993966955813,-0.10020809783142912,0.41748355670329723,1.0,1.0,0.96834456555666,1.0,1.0
All 35 participants; T scores,Negative Valence,ROT,Separation Anxiety,Separation Anxiety T,35,-0.6878380361456652,-0.8306770736488893,-0.4600422040030562,4.979934182471988e-06,-0.38390917996247326,0.02279903178502831,P27,-0.34780803393757004,-0.713357871419176,-0.34780803393757004,0.0008963881528449579,0.00517480194460057,0.0008963881528449579,0.38171671708568766,1.0,1.0
All 35 participants; T scores,Negative Valence,ROT,Generalized Anxiety,Generalized Anxiety T,35,-0.5094079110880247,-0.7203662199105294,-0.212180854433981,0.0017750643021188749,-0.22319556336714216,0.1974613457593411,P27,-0.22334616739456498,-0.5849107534072595,-0.22334616739456498,0.053251929063566246,0.30742060255624265,0.3106362528708031,0.7898453830373644,1.0,1.0
All 35 participants; T scores,Negative Valence,ROT,Obsessive Compulsive,Obsessive Compulsive T,35,-0.10741738170226521,-0.4254348595325141,0.23421316779166942,0.539088608460911,-0.360054224013261,0.03362104156892474,P27,-0.17817859676055517,-0.17817859676055517,-0.07406393100438291,0.8453057128874474,1.0,1.0,0.3973405792488969,1.0,1.0
All 35 participants; T scores,Negative Valence,O,Social Phobia,Social Phobia T,35,-0.1762419359721495,-0.4812251568397157,0.16680117807581507,0.31117953045470276,-0.4338805867612494,0.00921332590418237,P4,-0.47104019349355664,-0.47104019349355664,-0.14135572835300675,0.7476796565147554,1.0,1.0,0.2763997771254711,1.0,1.0
All 35 participants; T scores,Negative Valence,O,Panic Disorder,Panic Disorder T,35,-0.2266649233402356,-0.5205886469847602,0.11529009328900588,0.19040355193365,-0.17858352462929394,0.3046911863849395,P27,-0.20339646201247757,-0.248492461494824,-0.20339646201247757,0.6917171547254705,1.0,1.0,0.8523026095631938,1.0,1.0
All 35 participants; T scores,Negative Valence,O,Major Depression,Major Depression T,35,-0.14533450206478882,-0.456473043476891,0.19747625609759328,0.4048330722757606,-0.336070202379875,0.04839944309301074,P4,-0.3443452934444696,-0.3443452934444696,-0.10077044409438152,0.7965048113805148,1.0,1.0,0.4149273133656176,1.0,1.0
All 35 participants; T scores,Negative Valence,O,Separation Anxiety,Separation Anxiety T,35,-0.26436978239919784,-0.5492290719092642,0.07553107365317031,0.12486194127520486,-0.4740590312923591,0.0040162922400549025,P4,-0.5753170295227037,-0.5753170295227037,-0.21698713592356733,0.5762858828086378,1.0,1.0,0.22698974421817444,1.0,0.7149000187297726
