Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
All 35 participants,Negative Valence,O,Panic Disorder,Panic Disorder Raw,35,-0.24720616193060693,-0.5362741228815676,0.09376478152043706,0.15222722250992848,-0.189866118910543,0.2746380500328737,P4,-0.2816268682999227,-0.2816268682999227,-0.21972355334271562,0.5780340161155546,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Negative Valence,O,Major Depression,Major Depression Raw,35,-0.16248031247888745,-0.4702639442475614,0.18054185166780823,0.3510503718820695,-0.31891710745676727,0.06185822593887427,P4,-0.34578488004235786,-0.34578488004235786,-0.11708990815419834,0.7606479053956244,1.0,1.0,0.5542841576346338,1.0,1.0
All 35 participants,Negative Valence,O,Separation Anxiety,Separation Anxiety Raw,35,-0.27084568361266564,-0.554081706433971,0.06859185084671414,0.11555016039038718,-0.4675289303155338,0.004627639441458205,P4,-0.5515989514023129,-0.5515989514023129,-0.22579660742734584,0.536957034241062,1.0,1.0,0.20385077956202888,1.0,0.8190921811381023
All 35 participants,Negative Valence,O,Generalized Anxiety,Generalized Anxiety Raw,35,-0.2027917535964536,-0.502106140350772,0.1399098498062403,0.2426657635214502,-0.41445132133059864,0.013311064828943864,P4,-0.5601562577487673,-0.5601562577487673,-0.146713467980856,0.6824974599040786,1.0,1.0,0.2662212965788773,1.0,1.0
All 35 participants,Negative Valence,O,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.11863984773813993,-0.43469995603427336,0.22344072049337735,0.49726725618903417,-0.4463363530214328,0.007196550538210177,P4,-0.2902617069417277,-0.2902617069417277,-0.09515032925970317,0.8262747003947434,1.0,1.0,0.20385077956202888,1.0,1.0
All 35 participants,Negative Valence,Frontal,Social Phobia,Social Phobia Raw,35,0.0062514748218269215,-0.32767771494911135,0.33879221951963484,0.9715683394638084,-0.1386046220047348,0.4271606310067665,P1,-0.16384531649225426,-0.16384531649225426,0.03376275754236597,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,Frontal,Panic Disorder,Panic Disorder Raw,35,-0.07602841619206147,-0.399161716873273,0.2639044665568833,0.6642272635250667,0.026032314366274154,0.8819947290347903,P1,-0.00014105936598819702,-0.09147271750753729,-0.00014105936598819702,0.9033655904899198,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,Frontal,Major Depression,Major Depression Raw,35,-0.11036530094676958,-0.4278750895531822,0.23139156029948083,0.5279424693852557,-0.12098311090111154,0.4887481069957206,P27,-0.08449522681939263,-0.1317423951053551,-0.08449522681939263,0.8396877820000367,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,Frontal,Separation Anxiety,Separation Anxiety Raw,35,-0.14085828079145193,-0.4528479023832284,0.20186386149434704,0.4196086424255934,-0.2287089436755246,0.18632928166311147,P1,-0.30390960757515767,-0.30390960757515767,-0.10832870477811354,0.8191960886408518,1.0,1.0,0.7616990207498406,1.0,1.0
All 35 participants,Negative Valence,Frontal,Generalized Anxiety,Generalized Anxiety Raw,35,-0.09536162266461334,-0.41540697745307076,0.24569277572050133,0.5858068986262114,-0.2804099709105144,0.10276324156904797,P1,-0.4960581573632304,-0.4960581573632304,-0.05850263641764759,0.8555444119083815,1.0,1.0,0.701117441084541,1.0,1.0
All 35 participants,Negative Valence,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.18317131444615886,-0.48670857955986074,0.15983154034979177,0.29222902682384827,-0.258892163949613,0.13316445756052928,P1,-0.10761455037300208,-0.22631238209812346,-0.10761455037300208,0.7108273625444959,1.0,1.0,0.7408551343847037,1.0,1.0
All 35 participants,Negative Valence,PO,Social Phobia,Social Phobia Raw,35,-0.10146107360804743,-0.4204901920939922,0.23989675251947098,0.5619468397221089,-0.14590699317418387,0.40296499284089315,P23,-0.1834636833188626,-0.1834636833188626,-0.030904235205284205,0.8555444119083815,1.0,1.0,0.9801851177210915,1.0,1.0
All 35 participants,Negative Valence,PO,Panic Disorder,Panic Disorder Raw,35,0.048053640842381465,-0.28983422487466587,0.37529039395640507,0.783990204356069,0.024758994641836833,0.8877293028505716,P4,-0.07736052846739863,-0.07736052846739863,0.1137186634478777,0.9462356992894889,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,PO,Major Depression,Major Depression Raw,35,-0.14347269603155482,-0.454966483107014,0.19930287371830385,0.41094231866320674,-0.11352717499674071,0.5161132618982689,P4,-0.23169049289931806,-0.23169049289931806,-0.06089954476004856,0.8191960886408518,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,PO,Separation Anxiety,Separation Anxiety Raw,35,-0.27917519408228003,-0.5602951455214781,0.05961784734893628,0.10435088701553516,-0.3464812328533944,0.04144868399394609,P4,-0.4478563856226473,-0.4478563856226473,-0.15647364378594952,0.5366617046513237,1.0,1.0,0.435792842482081,1.0,1.0
All 35 participants,Negative Valence,PO,Generalized Anxiety,Generalized Anxiety Raw,35,-0.3010420968221246,-0.5764576917808806,0.03579549625637849,0.07886126396241577,-0.24895417831721767,0.14925643285650383,P4,-0.41055555042103814,-0.41055555042103814,-0.20884589685392163,0.49040454861723204,1.0,1.0,0.7408551343847037,1.0,1.0
All 35 participants,Negative Valence,PO,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.16962289395229624,-0.4759649291318391,0.17342681706173665,0.32998640810921365,-0.3572398743889657,0.03513620779871901,P30,-0.33269054954113153,-0.33269054954113153,-0.11964067235937856,0.7518677653121324,1.0,1.0,0.4216344935846281,1.0,1.0
All 35 participants,Negative Valence,CP,Social Phobia,Social Phobia Raw,35,0.17632569763525702,-0.16671713395487842,0.48129158274637923,0.31094594629689903,0.10630567260140249,0.5433209968090138,P25,-0.018661333345138115,-0.018661333345138115,0.23011008054788168,0.7268866277070367,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,CP,Panic Disorder,Panic Disorder Raw,35,0.06192612180754095,-0.2770375542599112,0.3871825101813083,0.7237929777719446,0.14742212809596558,0.39804483617465847,P25,0.12934200177176308,0.015753159642146575,0.12934200177176308,0.9110680839087415,1.0,1.0,0.9801851177210915,1.0,1.0
All 35 participants,Negative Valence,CP,Major Depression,Major Depression Raw,35,-0.10611085155689838,-0.4243518583867934,0.23546187804330562,0.5440643212254559,0.10846276570320582,0.5351231579725825,P25,0.13451868033551242,-0.14248942169288323,0.13451868033551242,0.8515789375702788,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Negative Valence,CP,Separation Anxiety,Separation Anxiety Raw,35,-0.20896378100425048,-0.5069108495044877,0.1335851610039553,0.22831759177952954,-0.16348559610180713,0.34803761204331485,P27,-0.15213830866553418,-0.24057396720383253,-0.15213830866553418,0.6824974599040786,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Negative Valence,CP,Generalized Anxiety,Generalized Anxiety Raw,35,-0.13076077808482695,-0.4446322170302297,0.21171120446479647,0.4540259658589467,-0.0017003131131511735,0.9922655427778682,P27,-0.06839979674510671,-0.1511636531069212,-0.06839979674510671,0.8262747003947434,1.0,1.0,0.9922655427778682,1.0,1.0
All 35 participants,Negative Valence,CP,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.056252207045814656,-0.38233161904041457,0.2822860301143723,0.7482401914675275,-0.0851113326233472,0.6268803636481544,P25,0.07921963423633471,-0.14442055665910797,0.07921963423633471,0.928849892856241,1.0,1.0,0.9804540937228138,1.0,1.0
P27 omitted,Neutral Angry,LOT,Social Phobia,Social Phobia Raw,34,0.015393691522857869,-0.3244610264419902,0.3517284252136549,0.9311425241114945,0.20531761027256623,0.2440681854849275,P25,0.3853757799315327,-0.04090676404216222,0.3853757799315327,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,LOT,Panic Disorder,Panic Disorder Raw,34,0.1545485416459072,-0.19374273559446004,0.46824247559359244,0.3828167756976683,0.19403361680921574,0.27151838005003376,P25,0.2557053473506847,0.07739417309197516,0.2557053473506847,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,LOT,Major Depression,Major Depression Raw,34,0.2004665093595793,-0.14771276944341188,0.5044360356878637,0.2556325714887401,0.09518803260821589,0.5923079102760771,P25,-0.0011073415121949128,-0.0011073415121949128,0.23759300571254113,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,LOT,Separation Anxiety,Separation Anxiety Raw,34,0.31313253389011664,-0.027997878183962994,0.5889354547267274,0.07135368371376774,0.2953196143114239,0.08995420787067084,P10,0.3661245327447849,0.2766377719671237,0.3661245327447849,0.9487061353373425,1.0,1.0,0.8370613749489567,1.0,1.0
P27 omitted,Neutral Angry,LOT,Generalized Anxiety,Generalized Anxiety Raw,34,0.2409215841308931,-0.10586944726949715,0.5354624019211212,0.1698851884280474,0.1457530587032336,0.4107947963143106,P16,0.19217362612590116,0.19217362612590116,0.2888424078743446,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.20563842127964918,-0.14243197609014463,0.5084467995828472,0.24331595635467557,0.21534800708973267,0.22128097256745768,P30,0.2884165659480928,0.16804994683231506,0.2884165659480928,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Angry,ROT,Social Phobia,Social Phobia Raw,34,0.1167309567985236,-0.23053497181268592,0.43762179432259835,0.5108937761613284,0.1424965504130497,0.4214394146886915,P24,0.20556335430485695,0.05404493721331504,0.20556335430485695,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,ROT,Panic Disorder,Panic Disorder Raw,34,0.07008196548399856,-0.2745913597936678,0.39879645953472725,0.6936959357847134,0.2218409822755046,0.20732978007251174,P8,0.26106778910691525,0.023679473174557278,0.26106778910691525,0.9638929738401307,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Angry,ROT,Major Depression,Major Depression Raw,34,0.08832990408699247,-0.2575281978385154,0.4141256102872752,0.6193616285527277,0.07369396072894133,0.6787297631633018,P26,-0.009119230234630606,-0.009119230234630606,0.1613259394585824,0.9610783891335429,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,ROT,Separation Anxiety,Separation Anxiety Raw,34,0.09305077358047882,-0.2530784369061653,0.4180615055341239,0.6006834561735371,0.04776771422213231,0.788494541474696,P14,-0.024324856909593295,-0.024324856909593295,0.2097491294015628,0.9525914818834967,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Angry,ROT,Generalized Anxiety,Generalized Anxiety Raw,34,0.10233725181392839,-0.24428231112753276,0.425768404381385,0.5646698818773818,0.10413143153638664,0.5578277963542376,P24,0.19051666086169397,0.028871579602458168,0.19051666086169397,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.003324902249807086,-0.3352177034364137,0.3411070700781713,0.9851105877946047,-0.015692747991387444,0.9298080756363207,P24,0.08055867082180332,-0.05864901519726003,0.08055867082180332,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Angry,O,Social Phobia,Social Phobia Raw,34,0.017135994300447686,-0.3229008509810325,0.3532546499878381,0.9233707336272148,-0.02114464941612995,0.9055171366734227,P4,-0.04222314936960529,-0.04222314936960529,0.07092201788793293,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Angry,O,Panic Disorder,Panic Disorder Raw,34,0.047181087544721216,-0.2957025518413145,0.3792951219104631,0.7910342590482986,-0.0948540133127854,0.5936135050455114,P4,-0.17116788894865329,-0.17116788894865329,0.09946598497517942,0.9874566402382782,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,O,Major Depression,Major Depression Raw,34,-0.0427887446274296,-0.3755207747159679,0.2997137163059024,0.8101157720380763,-0.13188148388783458,0.4571865592951925,P4,-0.15041953560686158,-0.15041953560686158,-0.007360591203747399,0.9874566402382782,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,O,Separation Anxiety,Separation Anxiety Raw,34,0.09767047481780265,-0.24870981049473415,0.42190127776302877,0.5826442650298507,-0.029407485302876245,0.8688689810775205,P4,0.024018973562853388,0.024018973562853388,0.1273439417771384,0.9525914818834967,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Angry,O,Generalized Anxiety,Generalized Anxiety Raw,34,-0.05834037538803256,-0.3888348613784386,0.2854570221532223,0.7431120057590818,-0.11171306622477141,0.5293475164323064,P16,-0.19172782389496923,-0.19172782389496923,0.04285138534823559,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,O,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.134469752454948,-0.4520780776314892,0.21339989074485233,0.44832407895062204,-0.24331528073774988,0.16555347710045892,P4,-0.2882328824265067,-0.2882328824265067,-0.04063854585407736,0.9525914818834967,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Angry,Frontal,Social Phobia,Social Phobia Raw,34,-0.008817402589512423,-0.34595156157311685,0.3303332640052267,0.9605275080516149,0.04336185351278824,0.8076196774354554,P1,0.08076987093704191,-0.04505859546888753,0.08076987093704191,0.9922968004165909,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Angry,Frontal,Panic Disorder,Panic Disorder Raw,34,0.05694785269838376,-0.2867398261547906,0.38764829305739845,0.7490445579034818,0.170860812253975,0.3339714568885561,P1,-0.026922111862813854,-0.026922111862813854,0.11848074699041483,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,Frontal,Major Depression,Major Depression Raw,34,0.12026551771940172,-0.2271377999271357,0.44051559049727307,0.4980901982466536,0.20066251390151316,0.25515841391586913,P25,0.09362865082067139,0.09362865082067139,0.14411884561689767,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,Frontal,Separation Anxiety,Separation Anxiety Raw,34,0.15392811491019595,-0.19435435024516237,0.46774612601375853,0.3847530437757,0.09289031071860908,0.601314333521157,P14,0.10336702470187983,0.10336702470187983,0.19888718996227855,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,Frontal,Generalized Anxiety,Generalized Anxiety Raw,34,0.13227402850363326,-0.21553255661906442,0.4502976686784924,0.4558364535024229,0.1989792287604654,0.259249466915563,P1,0.34032086142016515,0.007627574015792312,0.34032086142016515,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.15426770347230237,-0.1940196184916627,0.4680178258686182,0.38369252832563444,0.06385860816297267,0.7197482288203914,P1,-0.004286268627622391,-0.004286268627622391,0.22252914941008015,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,PO,Social Phobia,Social Phobia Raw,34,0.2678611616105207,-0.07730712834464305,0.5556915126434142,0.1256194877526452,0.17819729906492127,0.31331334943715733,P13,0.1952934484452079,0.1952934484452079,0.31228414119241443,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,PO,Panic Disorder,Panic Disorder Raw,34,0.15489171967667742,-0.1934043154796166,0.4685169375384923,0.3817482103571461,0.1356381493300091,0.44435403275124397,P13,0.05125313996260973,0.05125313996260973,0.24520918436068237,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,PO,Major Depression,Major Depression Raw,34,0.1703769870323823,-0.17804700503619308,0.48083884103417235,0.33536254984438296,0.22277070212019554,0.2053830494407186,P13,0.10085466586739847,0.10085466586739847,0.22829045180782812,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Angry,PO,Separation Anxiety,Separation Anxiety Raw,34,0.20444576711455367,-0.1436514989384245,0.5075230727804116,0.24612030915317876,0.11358446704285532,0.5224277253778664,P13,0.13461885159737008,0.13461885159737008,0.23901376199281466,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,PO,Generalized Anxiety,Generalized Anxiety Raw,34,0.32969156037955166,-0.00953747383400765,0.6008664331663209,0.056892867658363926,0.17050941686938795,0.3349814352567373,P16,0.12448109073156272,0.12448109073156272,0.4187351272325066,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,PO,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.027554791392002297,-0.3135324281685666,0.3623441355103005,0.8770656623869468,0.02252919266090277,0.8993608189363955,P30,0.1269543845754939,-0.056480647723286405,0.1269543845754939,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Angry,CP,Social Phobia,Social Phobia Raw,34,-0.18875089817600701,-0.4953019297550058,0.15960205146687287,0.2850350965839218,-0.15490754028773465,0.38169899122619977,P25,-0.0054932218103434585,-0.25445848451038894,-0.0054932218103434585,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,CP,Panic Disorder,Panic Disorder Raw,34,0.04441182584271013,-0.2982328993428481,0.3769167777468083,0.8030515233868274,0.012667799823531601,0.9433140406948932,P35,0.09492993140109521,0.006709264534382117,0.09492993140109521,0.9874566402382782,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Angry,CP,Major Depression,Major Depression Raw,34,0.23566443446883317,-0.11137732640228379,0.5314749641074009,0.1796813144143841,0.10102213783259041,0.5697093397656374,P25,0.06894700771678464,0.06894700771678464,0.2794224755538662,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,CP,Separation Anxiety,Separation Anxiety Raw,34,0.18658465232306795,-0.16178939458965416,0.4936055528456751,0.29070088433627306,0.01913820472091946,0.9144482257843296,P25,0.09436272931037469,0.09436272931037469,0.23770171887915004,0.9487061353373425,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Angry,CP,Generalized Anxiety,Generalized Anxiety Raw,34,0.2316521408582447,-0.11556668174575066,0.5284228771437345,0.18742203286796605,0.0798392550858477,0.6535446207363144,P29,0.1800579989523708,0.1800579989523708,0.2647852998939633,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Angry,CP,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.17047279641651142,-0.17795145606450655,0.4809146984721098,0.335086797221338,0.0685198204376422,0.7002044413747769,P30,0.25213830768887285,0.11396724546598683,0.25213830768887285,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,LOT,Social Phobia,Social Phobia Raw,34,0.17514552939576233,-0.17328343603216054,0.4846087199585738,0.32180710730241147,0.1881567353841129,0.2865819935010874,P20,0.03980296940233653,0.03980296940233653,0.22357262721001753,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,LOT,Panic Disorder,Panic Disorder Raw,34,0.25107399643627654,-0.09517226562589556,0.5431258075113637,0.15205778343245516,0.3681386217009245,0.032179008456198595,P7,0.3087390492216502,0.19972513411160295,0.3087390492216502,0.9487061353373425,1.0,1.0,0.5897701308356812,1.0,1.0
P27 omitted,Neutral Happy,LOT,Major Depression,Major Depression Raw,34,-0.141789363957753,-0.4579949812371908,0.20626645962465795,0.42377119323031687,-0.12128797703304928,0.4944170155038625,P7,-0.07081452730230185,-0.1733622335886124,-0.07081452730230185,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,LOT,Separation Anxiety,Separation Anxiety Raw,34,0.13048185861348435,-0.2172708021149339,0.4488426057690929,0.46201774697570797,-0.044500215855146054,0.8026672516533758,P20,-0.02311093885102318,-0.02311093885102318,0.2071704720453208,0.9525914818834967,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Happy,LOT,Generalized Anxiety,Generalized Anxiety Raw,34,-0.02712146792906449,-0.3619673637736523,0.3139233938776174,0.8789846150423554,0.012687633560154092,0.9432254312312834,P20,-0.18121310571139385,-0.18121310571139385,0.06929427566913397,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Happy,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.1739420234562835,-0.17448722675794343,0.48365834447168904,0.32519570203310366,0.1563059849439185,0.37736298452091865,P20,0.07097942401060066,0.07097942401060066,0.21835570151836842,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,ROT,Social Phobia,Social Phobia Raw,34,0.08014566458382,-0.2652078322199921,0.4072732334999989,0.6522983668956408,0.058224396942966536,0.7436055588461896,P20,-0.06195145213123254,-0.06195145213123254,0.1697403028279667,0.9638929738401307,1.0,1.0,0.9541352209534372,1.0,1.0
P27 omitted,Neutral Happy,ROT,Panic Disorder,Panic Disorder Raw,34,-0.040002325363375724,-0.3731206652188955,0.302252061144755,0.8222774221223454,0.02363626064634555,0.894442412362757,P20,-0.19378365889602173,-0.19378365889602173,0.08226138207440098,0.9874566402382782,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Happy,ROT,Major Depression,Major Depression Raw,34,-0.04935327516057078,-0.3811576105890756,0.29371439376427416,0.7816408522476062,-0.07707160059568446,0.6648428213461255,P26,-0.13746645494597548,-0.13746645494597548,0.011669601304556569,0.9874566402382782,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,ROT,Separation Anxiety,Separation Anxiety Raw,34,-0.11219760912502866,-0.43390052103856785,0.23487975107933382,0.5275515959224341,-0.23728261950733479,0.1766243831048289,P20,-0.31309266207147146,-0.31309266207147146,-0.035425000335843226,0.9525914818834967,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Happy,ROT,Generalized Anxiety,Generalized Anxiety Raw,34,-0.013037211842038418,-0.349661344307508,0.32656823957719017,0.94166376144787,-0.07891089165461691,0.6573261461591937,P20,-0.11466048630878274,-0.11466048630878274,0.06608806681146452,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.016691836965942133,-0.32329875501508154,0.35286574627747347,0.9253513277857466,-0.0826588310041398,0.6421117303057526,P20,-0.12273433656408081,-0.12273433656408081,0.10721980338474735,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,O,Social Phobia,Social Phobia Raw,34,0.11762712522204438,-0.22967443795053705,0.4383561299590393,0.5076320817926467,0.14739965752403636,0.4054709601602532,P20,0.07553629091931274,0.07553629091931274,0.15268349801742653,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,O,Panic Disorder,Panic Disorder Raw,34,0.23055108460882404,-0.116714171379134,0.5275839779128259,0.1895866213305117,0.32380132231856384,0.06174356120100031,P4,0.17898217939289907,0.17898217939289907,0.26857003201308155,0.9487061353373425,1.0,1.0,0.7682888199737801,1.0,1.0
P27 omitted,Neutral Happy,O,Major Depression,Major Depression Raw,34,-0.0034476182924680163,-0.3412155043183218,0.33510877137719736,0.9845611110577372,-0.056805761395225605,0.7496507106138399,P4,-0.08088049907296267,-0.08088049907296267,0.0281414248604125,0.9922968004165909,1.0,1.0,0.9541352209534372,1.0,1.0
P27 omitted,Neutral Happy,O,Separation Anxiety,Separation Anxiety Raw,34,0.0685452203623189,-0.2760184870917673,0.3974970779583633,0.7000984460466729,-0.07095139311170141,0.6900828244370166,P4,-0.03428539459832504,-0.03428539459832504,0.1067962395874998,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,O,Generalized Anxiety,Generalized Anxiety Raw,34,0.06320700940995033,-0.2809641400932692,0.392973125622718,0.7224945706675701,0.06173616817684736,0.7287063192664254,P29,-0.025865755291948202,-0.025865755291948202,0.11492090750904482,0.9638929738401307,1.0,1.0,0.9541352209534372,1.0,1.0
P27 omitted,Neutral Happy,O,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.10301767352349367,-0.2436355669709883,0.42633125088184004,0.5620705797071378,0.0464567490042064,0.7941730952577362,P29,0.016600851839926822,0.016600851839926822,0.1611206853010757,0.9525914818834967,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Happy,Frontal,Social Phobia,Social Phobia Raw,34,0.15845383566340765,-0.1898866839728038,0.4713622240053418,0.37075996983544224,0.09990080738635311,0.5740222951852166,P20,0.052096778616240444,0.052096778616240444,0.22751197089621433,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,Frontal,Panic Disorder,Panic Disorder Raw,34,0.07923771611133175,-0.2660571088403166,0.40651076373250755,0.6559939250729502,0.1792030218938617,0.3105452789114435,P8,0.25833394636612206,-0.024255446464939205,0.25833394636612206,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,Frontal,Major Depression,Major Depression Raw,34,0.04315865766843768,-0.2993763715519469,0.3758390677333864,0.8085044561187428,0.04667284179499618,0.7932363478204489,P8,0.10701233194137295,-0.00857134961318742,0.10701233194137295,0.9874566402382782,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Happy,Frontal,Separation Anxiety,Separation Anxiety Raw,34,-0.09238371440119206,-0.417506102565664,0.25370807815338187,0.6033079385262146,-0.17084348604528105,0.334021211893091,P20,-0.2630218183003801,-0.2630218183003801,-0.00840576685655399,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,Frontal,Generalized Anxiety,Generalized Anxiety Raw,34,0.09372817856984617,-0.25243872996231537,0.41862527401810556,0.5980233096362795,0.09221743416892487,0.6039629163976481,P8,0.16866942827739762,0.031686390097235985,0.16866942827739762,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.19460128480120847,-0.15367754469587155,0.49987168681266214,0.27009121852584544,0.11948240797402915,0.5009128373427592,P11,0.11004367739092405,0.11004367739092405,0.25395422544757323,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,PO,Social Phobia,Social Phobia Raw,34,0.07561370135819574,-0.269441607450938,0.4034628695574163,0.6708237801919725,-0.021757537805003283,0.9027912639505384,P20,-0.05512620262993566,-0.05512620262993566,0.13971288134500395,0.9638929738401307,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Happy,PO,Panic Disorder,Panic Disorder Raw,34,0.22014106746655684,-0.12751756814616821,0.5196238084116114,0.2109220962086405,0.3302897075940313,0.05641767126716229,P20,0.1546368610769219,0.1546368610769219,0.2792994046014788,0.9487061353373425,1.0,1.0,0.7682888199737801,1.0,1.0
