Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Workbook QC flags honored; P27 omitted,Neutral Angry,CP,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.17420695158557814,-0.1798588291694101,0.4883115885413316,0.33224755127780864,0.09322070083055992,0.6058616468802261,P30,0.25809603394432623,0.11814181725300743,0.25809603394432623,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,LOT,Social Phobia,Social Phobia Raw,33,0.03980296940233653,-0.3077108091174813,0.377947421885314,0.8259325058466142,0.12671864581121545,0.4822329857701667,P7,0.1083654009669661,-0.01293293349286926,0.1083654009669661,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,LOT,Panic Disorder,Panic Disorder Raw,33,0.19972513411160295,-0.15415379341546057,0.5081889203254027,0.26512133652922515,0.3162416577265885,0.07298013315559883,P7,0.29740316350265794,0.12564996969992315,0.29740316350265794,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,LOT,Major Depression,Major Depression Raw,33,-0.16209739832848022,-0.4787634511533423,0.19189019119753745,0.3674528666519852,-0.11481439647508448,0.5246223256349678,P7,-0.059383436004034194,-0.23047040612508712,-0.059383436004034194,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,LOT,Separation Anxiety,Separation Anxiety Raw,33,-0.02311093885102318,-0.3635355745894832,0.322758889788843,0.8984180488870571,-0.12244693967647267,0.49723706539477364,P14,-0.16003150841234498,-0.16003150841234498,0.0828918628481426,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,LOT,Generalized Anxiety,Generalized Anxiety Raw,33,-0.18121310571139385,-0.49380166925286023,0.1728492015412325,0.3128603790863944,-0.02235977636794038,0.9017035139906945,P16,-0.03784616704047179,-0.22994798807273908,-0.03784616704047179,0.9364803358989094,1.0,1.0,0.9835991150626631,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.07097942401060066,-0.2791314125639322,0.40443324259475244,0.6946744300725527,0.09474890904089696,0.5999401853351286,P30,-0.027386312293148585,-0.027386312293148585,0.13725067565276955,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,ROT,Social Phobia,Social Phobia Raw,33,-0.06195145213123254,-0.3968206725034079,0.2874716329176078,0.7319814649245729,-0.0077103937927459135,0.9660319261991817,P24,0.03874535341414977,-0.15674309149642107,0.03874535341414977,0.9837682026832322,1.0,1.0,0.9879871972491631,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,ROT,Panic Disorder,Panic Disorder Raw,33,-0.19378365889602173,-0.5035899859141716,0.16018186518817606,0.2798916342576717,-0.054536068043613495,0.76308628750972,P8,-0.05243370088344491,-0.26561921789585796,-0.05243370088344491,0.9364803358989094,1.0,1.0,0.960528194068179,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,ROT,Major Depression,Major Depression Raw,33,-0.02217522597041217,-0.3627228307681573,0.3235973028396671,0.9025109551517413,-0.07184292644932186,0.6911410778848548,P26,-0.14784240102038124,-0.14784240102038124,0.06243239117387957,0.9837682026832322,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,ROT,Separation Anxiety,Separation Anxiety Raw,33,-0.31309266207147146,-0.5926944031401818,0.033855364613194286,0.07604001211564125,-0.33111693270846154,0.059799742750242024,P26,-0.4311928609235416,-0.4311928609235416,-0.23521743601317915,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,ROT,Generalized Anxiety,Generalized Anxiety Raw,33,-0.11466048630878274,-0.44062474154097353,0.23801783959156975,0.5251819986521113,-0.11654186470562866,0.5183606171831523,P26,-0.22532381425176606,-0.22532381425176606,-0.02654700856130708,0.9588482028318719,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,33,-0.12273433656408081,-0.4472001949283101,0.23027759168470277,0.49622024432712664,-0.16385788033058343,0.3622021032651187,P11,-0.23749595204538518,-0.23749595204538518,-0.024360684546613845,0.9588482028318719,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,O,Social Phobia,Social Phobia Raw,33,0.07553629091931274,-0.2749015321002834,0.4082582183419336,0.6761011131831823,0.09202187374385885,0.6105241554303404,P29,0.035447680470130694,0.035447680470130694,0.1108220198449718,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,O,Panic Disorder,Panic Disorder Raw,33,0.20063848879706295,-0.15322478458161584,0.5088943360868826,0.26289692951888244,0.273186867165841,0.12398593794499788,P4,0.10948327262486511,0.10948327262486511,0.23897180899408554,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,O,Major Depression,Major Depression Raw,33,0.008517975223204365,-0.33577292194152175,0.350801125594928,0.962476509589883,-0.05170004987474564,0.7750821423372924,P4,-0.06521680789072799,-0.06521680789072799,0.039528332983859944,0.9923283906306153,1.0,1.0,0.9621709353152595,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,O,Separation Anxiety,Separation Anxiety Raw,33,0.025724829362531353,-0.3204139243946937,0.3658032116232428,0.8869985448518604,-0.14778665358174273,0.41178528020471994,P4,-0.1548972568634287,-0.1548972568634287,0.06390827135844925,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,O,Generalized Anxiety,Generalized Anxiety Raw,33,0.0379150146638624,-0.3094215890050915,0.37632554572436644,0.8340719120637285,0.03574176373966228,0.8434622159494651,P29,-0.05372513876910068,-0.05372513876910068,0.0901819826625444,0.9837682026832322,1.0,1.0,0.9652321166861462,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,O,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.06653156147581395,-0.28324704864555245,0.40068847976528416,0.7129731883489187,-0.021055313120199322,0.9074128029313333,P29,-0.023744824057353266,-0.023744824057353266,0.10168042212713874,0.9837682026832322,1.0,1.0,0.9835991150626631,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,Frontal,Social Phobia,Social Phobia Raw,33,0.052096778616240444,-0.2965154848962428,0.3884580891782921,0.7734009070693083,0.03151204419643982,0.8617978872881813,P18,-0.05887363916027859,-0.05887363916027859,0.1387726956730606,0.9837682026832322,1.0,1.0,0.968944679977877,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,Frontal,Panic Disorder,Panic Disorder Raw,33,-0.024255446464939205,-0.36452896977822674,0.3217326549473556,0.8934153535002067,0.11717656725160298,0.5160692184876395,P8,0.18840455779384013,-0.09526982400874151,0.18840455779384013,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,Frontal,Major Depression,Major Depression Raw,33,0.09220981477047276,-0.259307954095885,0.4221548832365883,0.609792210647447,0.060596487028516804,0.737635503798492,P8,0.18596800628458626,0.023357887164929036,0.18596800628458626,0.9837682026832322,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,Frontal,Separation Anxiety,Separation Anxiety Raw,33,-0.2630218183003801,-0.5561148886314141,0.08825654715915714,0.13917575907388036,-0.26019974681250446,0.1436246040097811,P8,-0.16800031372247265,-0.33680498502955697,-0.16800031372247265,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,Frontal,Generalized Anxiety,Generalized Anxiety Raw,33,0.031686390097235985,-0.3150497889408755,0.37096000178177574,0.8610406363262166,0.06640176012297447,0.7135096226388682,P8,0.12898198871728184,-0.026733716987951656,0.12898198871728184,0.9837682026832322,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.11867854755827018,-0.23417139142968466,0.4439014832628514,0.5106667478164499,0.05314768553727732,0.7689523322346488,P11,0.00683589115295391,0.00683589115295391,0.19031360501563688,0.9588482028318719,1.0,1.0,0.961190415293311,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,PO,Social Phobia,Social Phobia Raw,33,-0.05512620262993566,-0.3910347417228772,0.29374195550864085,0.76059680502862,-0.09487136710204755,0.5994667674710621,P4,-0.14928886284276094,-0.14928886284276094,0.02337936903094468,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,PO,Panic Disorder,Panic Disorder Raw,33,0.1546368610769219,-0.1992499631791545,0.4728434390934072,0.39020013995787894,0.2777456096958025,0.11758816695679929,P4,0.03893624731710353,0.03893624731710353,0.21595454651493823,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,PO,Major Depression,Major Depression Raw,33,0.061840422553834616,-0.2875738754558536,0.3967267624644934,0.7324442570637769,0.0424678981113982,0.8144737784773181,P26,-0.004376923936054954,-0.004376923936054954,0.093245331974394,0.9837682026832322,1.0,1.0,0.9652321166861462,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,PO,Separation Anxiety,Separation Anxiety Raw,33,-0.040128430820188785,-0.3782268048827743,0.3074156633464332,0.8245311378414514,-0.19047301727451305,0.2883479193942249,P4,-0.19098437939083684,-0.19098437939083684,0.030603086176207002,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,PO,Generalized Anxiety,Generalized Anxiety Raw,33,0.09082307878752217,-0.2606118964409366,0.421004980700998,0.6152016065011666,0.1668513615334945,0.35337707914903815,P16,0.17744697827640626,0.03974857805519463,0.17744697827640626,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,PO,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.18226067665603762,-0.17179801992256458,0.4946204185435253,0.3100237527495412,0.14687778910461627,0.41469880825206573,P4,0.24806695627712672,0.12756261492491447,0.24806695627712672,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,CP,Social Phobia,Social Phobia Raw,33,-0.09101736251464679,-0.42116614767177374,0.2604292894222868,0.6144425346282842,0.1664439355694933,0.3545705429812984,P25,0.25918193990859234,-0.12640325295836483,0.25918193990859234,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,CP,Panic Disorder,Panic Disorder Raw,33,0.15038893877541218,-0.20342274976048072,0.4694597856048628,0.4035073241875704,0.4685374266904875,0.005957327164614045,P25,0.2969183254132434,0.12081043830951126,0.2969183254132434,0.9556752414968773,1.0,1.0,0.3574396298768427,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,CP,Major Depression,Major Depression Raw,33,0.39126462753102104,0.0553967849856854,0.6475867502337905,0.024348104193518825,0.4948433345154225,0.0034159284789435146,P8,0.43513562278922957,0.37258054897430254,0.43513562278922957,0.9364803358989094,1.0,1.0,0.3074335631049163,1.0,0.6114511977308891
Workbook QC flags honored; P27 omitted,Neutral Happy,CP,Separation Anxiety,Separation Anxiety Raw,33,0.1199274661356501,-0.2329735600170004,0.44491821151111316,0.5061960179687937,0.06853627318002568,0.7047055259062764,P25,-0.04643648557088343,-0.04643648557088343,0.1789789902336482,0.9588482028318719,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Happy,CP,Generalized Anxiety,Generalized Anxiety Raw,33,0.25130644199092084,-0.10068962984768028,0.5473890329705653,0.15832166825012725,0.5086849123706437,0.0025040804900118034,P25,0.355061601533343,0.2295751393801302,0.355061601533343,0.9364803358989094,1.0,1.0,0.3074335631049163,1.0,0.4507344882021246
Workbook QC flags honored; P27 omitted,Neutral Happy,CP,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.23937800728758307,-0.11323686623674654,0.5384378465065268,0.17969255812034565,0.3662605677441125,0.036051420690450114,P25,0.2926768851750827,0.2239367065235512,0.2926768851750827,0.9364803358989094,1.0,1.0,0.7210284138090023,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,LOT,Social Phobia,Social Phobia Raw,33,-0.2363747890458804,-0.5361735237014106,0.11637825617470095,0.18537975420543518,-0.12370153519666272,0.49280602054768774,P6,-0.14526054815291436,-0.2923017703688987,-0.14526054815291436,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,LOT,Panic Disorder,Panic Disorder Raw,33,-0.19298409200861028,-0.5029697465527263,0.1609910751201761,0.2819191134224549,-0.2095333140623045,0.2418751937110457,P35,-0.27621071238080597,-0.27621071238080597,-0.12902345234961343,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,LOT,Major Depression,Major Depression Raw,33,-0.2942850951068212,-0.5790883762275906,0.054533456560476916,0.09643289480358529,-0.20428233992716052,0.25414477628252047,P6,-0.1902178288536979,-0.34787344661116204,-0.1902178288536979,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,LOT,Separation Anxiety,Separation Anxiety Raw,33,-0.2958499763217927,-0.5802265475400413,0.05282427466343708,0.09459220038256554,-0.1816296271867678,0.31173057718655034,P14,-0.22421940124615655,-0.34119818872968954,-0.22421940124615655,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,LOT,Generalized Anxiety,Generalized Anxiety Raw,33,-0.2843143513433222,-0.571810276983585,0.06537582850693753,0.10880705046660888,-0.2999936662698668,0.08984742521449594,P6,-0.2060207782180023,-0.32319128997996693,-0.2060207782180023,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,33,-0.21765574367180476,-0.5219620772164943,0.13580071410503028,0.223688338306057,-0.32092372417078,0.0686086313202231,P11,-0.3382967419221864,-0.3382967419221864,-0.17068422559307264,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,33,0.17702237117770164,-0.17704632857848554,0.4905207670065122,0.32436997107616794,0.19644742445865676,0.2732051900704748,P26,0.2774708604452212,0.086020632167246,0.2774708604452212,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,ROT,Panic Disorder,Panic Disorder Raw,33,-0.10393306126930914,-0.4318337321565671,0.24823318264543404,0.5648915246860237,-0.161413254023822,0.3695054753835545,P4,-0.04370960413716233,-0.1576190954181099,-0.04370960413716233,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,ROT,Major Depression,Major Depression Raw,33,0.02862457944798806,-0.317807536498263,0.3683141259013187,0.874356324556347,-0.012421440554322004,0.9453025205321247,P26,0.14769024367140773,-0.07164898729533632,0.14769024367140773,0.9837682026832322,1.0,1.0,0.9877959091116993,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,ROT,Separation Anxiety,Separation Anxiety Raw,33,-0.061103184108699214,-0.3961030202090221,0.2882525658567926,0.7355195448958473,-0.010033846445710957,0.9558047807162764,P23,-0.16647270616239349,-0.16647270616239349,0.039502067112882996,0.9837682026832322,1.0,1.0,0.9877959091116993,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,ROT,Generalized Anxiety,Generalized Anxiety Raw,33,-0.1787057249970637,-0.49183972401347564,0.175361953096156,0.3197156422891721,-0.1868396464684715,0.29781499068287853,P16,-0.26309597418191377,-0.26309597418191377,-0.105395900010676,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,33,-0.16790580237974106,-0.48335262733053624,0.18613253941537122,0.3502995578439923,-0.11648342581013496,0.5185718439278635,P11,-0.23343855718889775,-0.23343855718889775,-0.11060953335682475,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,O,Social Phobia,Social Phobia Raw,33,-0.18132607970276582,-0.49388999292662855,0.17273587694903747,0.31255368753283497,-0.14834127188217683,0.4100130389246661,P26,-0.2324744578923386,-0.2324744578923386,-0.13197779563023934,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,O,Panic Disorder,Panic Disorder Raw,33,0.06668121820534265,-0.2831087794298731,0.40081466114385866,0.7123548645725952,-0.10822792450760448,0.5488296461170246,P35,-0.15790910822991094,-0.15790910822991094,0.11494743343510867,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,O,Major Depression,Major Depression Raw,33,-0.02871722162065429,-0.368394263813109,0.3177241803615859,0.8739529121469275,-0.06428934773385578,0.7222584246668957,P35,-0.13630804492939835,-0.13630804492939835,0.04097824206789209,0.9837682026832322,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,O,Separation Anxiety,Separation Anxiety Raw,33,-0.08877231767457287,-0.41930251096924653,0.26253787178930504,0.6232377522608004,-0.01105423760968156,0.9513154134543118,P14,-0.02799738768825598,-0.13411067084363892,-0.02799738768825598,0.9837682026832322,1.0,1.0,0.9877959091116993,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,O,Generalized Anxiety,Generalized Anxiety Raw,33,-0.11745521233222965,-0.44290476958055924,0.2353436483083696,0.5150648360538945,-0.09316573486641826,0.6060750901520577,P29,0.05455843552364439,-0.2400719890145066,0.05455843552364439,0.9588482028318719,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,O,Obsessive Compulsive,Obsessive Compulsive Raw,33,-0.26415889846639606,-0.5569583833546933,0.08704395167570636,0.13741201884130663,-0.22481640783180568,0.20844561771383183,P29,-0.13441829022144355,-0.32294555365372724,-0.13441829022144355,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,Frontal,Social Phobia,Social Phobia Raw,33,-0.13628876140963583,-0.4581608005542,0.21718199868222376,0.44948700990398427,0.057995570701958404,0.7485263584156804,P18,-0.02077268096951189,-0.18004580011345814,-0.02077268096951189,0.9588482028318719,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,Frontal,Panic Disorder,Panic Disorder Raw,33,-0.04041015695198498,-0.3784685948588751,0.3071601250595667,0.8233185137563914,-0.033430778553050995,0.8534708824724276,P35,-0.13290972772574083,-0.13290972772574083,0.04207841258174879,0.9837682026832322,1.0,1.0,0.9661934518555785,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,Frontal,Major Depression,Major Depression Raw,33,-0.01596651419736067,-0.3573168974498135,0.3291466834629845,0.9297260517656453,0.09416794798614385,0.6021883449155645,P6,0.09898742226051521,-0.07628568330309873,0.09898742226051521,0.9844158195165656,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,Frontal,Separation Anxiety,Separation Anxiety Raw,33,-0.19661671351961893,-0.5057850732731264,0.15731080839491726,0.27278378966786376,-0.12465778719840899,0.48944224435087147,P8,-0.24814461558973694,-0.24814461558973694,-0.16651798929974165,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,Frontal,Generalized Anxiety,Generalized Anxiety Raw,33,0.022951888775953506,-0.3229014393887861,0.36339746302684917,0.8991135723056554,0.1200991018550737,0.5055831505851069,P6,0.118334115791505,-0.04076104603656318,0.118334115791505,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,33,-0.07480337062727263,-0.4076438018469098,0.27558277700852746,0.6790761475696818,0.008999448349762615,0.9603571338585966,P18,-0.15721521249652806,-0.15721521249652806,-0.019426262757087132,0.9837682026832322,1.0,1.0,0.9877959091116993,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,PO,Social Phobia,Social Phobia Raw,33,-0.11854431522840313,-0.44379215662137994,0.2343000692437785,0.5111484215119126,-0.140966112602159,0.4339303108724394,P4,-0.17548868909427384,-0.17548868909427384,-0.0789549050195441,0.9588482028318719,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,33,-0.20279235635575762,-0.5105562056518592,0.15103152197218783,0.25769996892592895,-0.230976288184716,0.19591874869802706,P8,-0.29627456239757527,-0.29627456239757527,-0.11965543023079167,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,PO,Major Depression,Major Depression Raw,33,-0.041156207197298664,-0.3791086657952226,0.306483181701994,0.8201092591681287,0.08023579168872863,0.6571408628953989,P6,0.01081778890842798,-0.08122319001490619,0.01081778890842798,0.9837682026832322,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,PO,Separation Anxiety,Separation Anxiety Raw,33,-0.11886616070872393,-0.44405427013758964,0.2339915209687136,0.5099939027437973,-0.040645581364829125,0.8223054919664705,P4,-0.04967484722010068,-0.15573197605385433,-0.04967484722010068,0.9588482028318719,1.0,1.0,0.9652321166861462,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,PO,Generalized Anxiety,Generalized Anxiety Raw,33,0.002787914878868251,-0.34084731286460007,0.34576597388026664,0.9877147970610718,-0.01863314697328365,0.9180258407251523,P6,0.0461895647032282,-0.02731881670064411,0.0461895647032282,0.9932327568211895,1.0,1.0,0.9835991150626631,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,PO,Obsessive Compulsive,Obsessive Compulsive Raw,33,-0.014450861099233147,-0.3559937340376019,0.3304977721500837,0.9363827826554927,0.07590100778007336,0.6746224583709948,P30,0.03344575004028426,-0.0380056881501237,0.03344575004028426,0.9856660870057818,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,CP,Social Phobia,Social Phobia Raw,33,-0.1621518677649591,-0.4788065675729784,0.19183631064529788,0.36728973512594926,-0.05631939813831799,0.7555705279167091,P18,-0.0959309743293011,-0.2047439234216355,-0.0959309743293011,0.9364803358989094,1.0,1.0,0.957765457922589,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,33,-0.005370700729853136,-0.34803798209679615,0.3385625414674442,0.9763359241337733,0.10755255524390649,0.5513411170797127,P4,0.15384411820734356,-0.09605480798622644,0.15384411820734356,0.9923283906306153,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,CP,Major Depression,Major Depression Raw,33,0.08396810199008761,-0.26703882475573293,0.4153050971593574,0.642230130849729,0.26454311234610106,0.13681977891329936,P6,0.16110209435297732,0.04491584505527301,0.16110209435297732,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,CP,Separation Anxiety,Separation Anxiety Raw,33,-0.040423088454197204,-0.3784796921455443,0.30714839440155794,0.8232628627405919,0.07703953287978073,0.6700142880437431,P4,0.0460033854673256,-0.10354688351438214,0.0460033854673256,0.9837682026832322,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,CP,Generalized Anxiety,Generalized Anxiety Raw,33,0.04130939361111988,-0.3063441414699217,0.37924005148347056,0.8194506557179033,0.15380815865219596,0.3927760442674605,P6,0.10015867003939856,-0.0016679812645054443,0.10015867003939856,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Neutral Sad,CP,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.01803933891702274,-0.3272966283850998,0.3591242554520521,0.9206298794112624,0.27473787603614924,0.12178091489224836,P30,0.1289539503278165,-0.017903234007217605,0.1289539503278165,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Positive Valence,LOT,Social Phobia,Social Phobia Raw,33,-0.15496276228676573,-0.473102646441756,0.19892929545681606,0.38918980287856436,-0.08548480074566121,0.6362094022171376,P25,0.0010198983640256482,-0.22288358891985433,0.0010198983640256482,0.9364803358989094,1.0,1.0,0.9555655639349111,1.0,1.0
Workbook QC flags honored; P27 omitted,Positive Valence,LOT,Panic Disorder,Panic Disorder Raw,33,-0.0905932621959612,-0.42081431072291103,0.2608278682927555,0.6161000119925636,-0.12173530978156448,0.4997593720414738,P13,-0.04160984956275342,-0.13658441282533604,-0.04160984956275342,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Positive Valence,LOT,Major Depression,Major Depression Raw,33,0.24763649041731428,-0.10456192631676406,0.5446422701688258,0.16469170485374876,0.14771442821355896,0.412016388422761,P25,0.12072262845131981,0.12072262845131981,0.2971352188998191,0.9364803358989094,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Positive Valence,LOT,Separation Anxiety,Separation Anxiety Raw,33,-0.07504968297563473,-0.407850322280966,0.275353870452595,0.6780757954092972,-0.12465778719840899,0.48944224435087147,P25,-0.24430488515251833,-0.24430488515251833,0.022432648735467617,0.9837682026832322,1.0,1.0,0.9473368008946114,1.0,1.0
Workbook QC flags honored; P27 omitted,Positive Valence,LOT,Generalized Anxiety,Generalized Anxiety Raw,33,0.031081620886750615,-0.3155949640051086,0.370437824240337,0.8636678962224567,0.03641933272050896,0.8405322048943167,P16,0.16614663482331057,-0.045610962592924575,0.16614663482331057,0.9837682026832322,1.0,1.0,0.9652321166861462,1.0,1.0
Workbook QC flags honored; P27 omitted,Positive Valence,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,33,0.14536951845796695,-0.20833687722927832,0.4654494848285002,0.4195593152057276,0.06656195760579141,0.7128475887588397,P11,0.08535880330352108,0.08535880330352108,0.20140945142988254,0.9588482028318719,1.0,1.0,0.9555655639349111,1.0,1.0
