Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
All 35 participants; focused post-hoc,Neutral Happy,CP,Social Phobia,Social Phobia Raw,35,0.07139144884255244,-0.26823670267493205,0.395234976403018,0.6836119112317399,0.2266543666825147,0.19042475518746016,P25,0.31196909653541294,-0.07980128579970447,0.31196909653541294,0.7812707556934171,1.0,1.0,0.45701941244990435,1.0,1.0
All 35 participants; focused post-hoc,Neutral Happy,CP,Panic Disorder,Panic Disorder Raw,35,0.2219618398947158,-0.1201737160363185,0.5169691984267035,0.20001458343912037,0.5033857310608882,0.0020526046535295044,P8,0.30477444700802875,0.1522208773520962,0.30477444700802875,0.445457061744441,1.0,1.0,0.049262511684708105,0.18601318385255128,0.049262511684708105
All 35 participants; focused post-hoc,Neutral Sad,LOT,Social Phobia,Social Phobia Raw,35,-0.37479647804653504,-0.6294277311099533,-0.04748019195148503,0.026530052855460055,-0.24336556224336925,0.15890470758167588,P27,-0.30291245454838084,-0.42032858309273163,-0.30291245454838084,0.4013523091230198,1.0,0.6367212685310413,0.423745886884469,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,LOT,Panic Disorder,Panic Disorder Raw,35,-0.31151541659287185,-0.5841232841344123,0.02424838794426502,0.06850862696637985,-0.31139741260961634,0.06861901607708192,P35,-0.37469843161373295,-0.37469843161373295,-0.25049745184165817,0.4013523091230198,1.0,1.0,0.3293712771699932,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,35,0.3334190914180991,0.00019411513853393142,0.5999992619232433,0.05031078730844411,0.2758049418614987,0.10877881563041972,P27,0.19458970306779033,0.19458970306779033,0.373673624736967,0.4013523091230198,1.0,1.0,0.423745886884469,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,ROT,Panic Disorder,Panic Disorder Raw,35,0.1896379862286855,-0.15329630269180985,0.49180436217186196,0.27522587518908387,-0.04046327124323048,0.8174821992445542,P27,-0.08344381449080783,-0.08344381449080783,0.26914674248365356,0.5081093080413857,1.0,1.0,0.9464814405308647,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,O,Social Phobia,Social Phobia Raw,35,-0.1218891057791531,-0.4373700618599551,0.220306078554029,0.48547451062863034,-0.057435957852012706,0.7431188891411139,P29,-0.06486317336465706,-0.16779188171362186,-0.06486317336465706,0.6853757797110075,1.0,1.0,0.9464814405308647,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,O,Panic Disorder,Panic Disorder Raw,35,0.10189481766261704,-0.23948365691701523,0.42085090841914,0.5602673203962719,-0.013016157183137077,0.9408424515190807,P35,-0.09724025834598554,-0.09724025834598554,0.15460831952094423,0.7077060889216067,1.0,1.0,0.9549722361328196,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,Frontal,Social Phobia,Social Phobia Raw,35,-0.03764721310928071,-0.36629825171473435,0.29935498026419544,0.8299925419949017,0.0770961879236063,0.6597931152109423,P27,-0.15931786494576267,-0.15931786494576267,0.08021811420919239,0.8660791742555496,1.0,1.0,0.9314726332389773,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,Frontal,Panic Disorder,Panic Disorder Raw,35,0.028415772967060424,-0.30774494951409403,0.35826969761838917,0.8712765507180813,-0.0154213166626298,0.9299359113835276,P27,-0.06197611606486124,-0.06197611606486124,0.1055218535767973,0.8712765507180813,1.0,1.0,0.9549722361328196,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,PO,Social Phobia,Social Phobia Raw,35,-0.1328054954031339,-0.4463001466713324,0.2097227428057733,0.44693660980953637,-0.17539733828157425,0.3135410054120647,P4,-0.2115246038508951,-0.2115246038508951,-0.09537671323292994,0.6853757797110075,1.0,1.0,0.6270820108241294,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,35,-0.21143911134895566,-0.5088326208690506,0.13104074116339562,0.2227285308722205,-0.25126842562229834,0.1453885324854009,P8,-0.29986605753615847,-0.29986605753615847,-0.15297591089897075,0.445457061744441,1.0,1.0,0.423745886884469,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,CP,Social Phobia,Social Phobia Raw,35,-0.2482152200970767,-0.5370395380116217,0.09269910365013406,0.15050711592113242,-0.16472464195699488,0.3443459279455363,P27,-0.1782711785557587,-0.288035408439903,-0.1782711785557587,0.4013523091230198,1.0,1.0,0.6357155592840671,1.0,1.0
All 35 participants; focused post-hoc,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,35,-0.08936211052766833,-0.4103874742882149,0.25137013990780555,0.609703529939954,-0.009903597856734732,0.9549722361328196,P4,0.02490043825161282,-0.18005292672297052,0.02490043825161282,0.7316442359279448,1.0,1.0,0.9549722361328196,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,LOT,Social Phobia,Social Phobia Raw,34,0.17514552939576233,-0.17328343603216054,0.4846087199585738,0.32180710730241147,0.1881567353841129,0.2865819935010874,P20,0.03980296940233653,0.03980296940233653,0.22357262721001753,0.6844799443115858,1.0,1.0,0.6775533358067859,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,LOT,Panic Disorder,Panic Disorder Raw,34,0.25107399643627654,-0.09517226562589556,0.5431258075113637,0.15205778343245516,0.3681386217009245,0.032179008456198595,P7,0.3087390492216502,0.19972513411160295,0.3087390492216502,0.6844799443115858,1.0,1.0,0.37046136720600187,1.0,0.7401171944925676
P27 omitted; focused post-hoc,Neutral Happy,ROT,Social Phobia,Social Phobia Raw,34,0.08014566458382,-0.2652078322199921,0.4072732334999989,0.6522983668956408,0.058224396942966536,0.7436055588461896,P20,-0.06195145213123254,-0.06195145213123254,0.1697403028279667,0.7938455843864066,1.0,1.0,0.8565249793449199,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,ROT,Panic Disorder,Panic Disorder Raw,34,-0.040002325363375724,-0.3731206652188955,0.302252061144755,0.8222774221223454,0.02363626064634555,0.894442412362757,P20,-0.19378365889602173,-0.19378365889602173,0.08226138207440098,0.8580286143885344,1.0,1.0,0.9420430580353444,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,O,Social Phobia,Social Phobia Raw,34,0.11762712522204438,-0.22967443795053705,0.4383561299590393,0.5076320817926467,0.14739965752403636,0.4054709601602532,P20,0.07553629091931274,0.07553629091931274,0.15268349801742653,0.7938455843864066,1.0,1.0,0.7949053658122625,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,O,Panic Disorder,Panic Disorder Raw,34,0.23055108460882404,-0.116714171379134,0.5275839779128259,0.1895866213305117,0.32380132231856384,0.06174356120100031,P4,0.17898217939289907,0.17898217939289907,0.26857003201308155,0.6844799443115858,1.0,1.0,0.37046136720600187,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,Frontal,Social Phobia,Social Phobia Raw,34,0.15845383566340765,-0.1898866839728038,0.4713622240053418,0.37075996983544224,0.09990080738635311,0.5740222951852166,P20,0.052096778616240444,0.052096778616240444,0.22751197089621433,0.6844799443115858,1.0,1.0,0.8145563484262464,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,Frontal,Panic Disorder,Panic Disorder Raw,34,0.07923771611133175,-0.2660571088403166,0.40651076373250755,0.6559939250729502,0.1792030218938617,0.3105452789114435,P8,0.25833394636612206,-0.024255446464939205,0.25833394636612206,0.7938455843864066,1.0,1.0,0.6775533358067859,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,PO,Social Phobia,Social Phobia Raw,34,0.07561370135819574,-0.269441607450938,0.4034628695574163,0.6708237801919725,-0.021757537805003283,0.9027912639505384,P20,-0.05512620262993566,-0.05512620262993566,0.13971288134500395,0.7938455843864066,1.0,1.0,0.9420430580353444,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,PO,Panic Disorder,Panic Disorder Raw,34,0.22014106746655684,-0.12751756814616821,0.5196238084116114,0.2109220962086405,0.3302897075940313,0.05641767126716229,P20,0.1546368610769219,0.1546368610769219,0.2792994046014788,0.6844799443115858,1.0,1.0,0.37046136720600187,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,CP,Social Phobia,Social Phobia Raw,34,0.0629678997285419,-0.2811852393778778,0.3927701140776649,0.7235032207311923,0.21696248966115952,0.21775367021709874,P25,0.302659667469507,-0.09101736251464679,0.302659667469507,0.7938455843864066,1.0,1.0,0.6532610106512963,1.0,1.0
P27 omitted; focused post-hoc,Neutral Happy,CP,Panic Disorder,Panic Disorder Raw,34,0.21910706044662784,-0.12858616368959527,0.5188302912668362,0.21312803888456622,0.5056305953953528,0.0022846677705092616,P8,0.30836591516895584,0.15038893877541218,0.30836591516895584,0.6844799443115858,1.0,1.0,0.05483202649222228,0.20704343883610368,0.05483202649222228
P27 omitted; focused post-hoc,Neutral Sad,LOT,Social Phobia,Social Phobia Raw,34,-0.30291245454838084,-0.5815112763396687,0.039276517539697145,0.08161743169300184,-0.18095529681485126,0.30575929971922966,P20,-0.2363747890458804,-0.3523675506501128,-0.2363747890458804,0.6844799443115858,1.0,1.0,0.6775533358067859,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,LOT,Panic Disorder,Panic Disorder Raw,34,-0.25049745184165817,-0.542691910146665,0.09578189631108332,0.15303230206602433,-0.26416997192974434,0.13111725661106569,P35,-0.3129658359754392,-0.3129658359754392,-0.19298409200861028,0.6844799443115858,1.0,1.0,0.6293628317331152,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,34,0.19458970306779033,-0.15368929795029038,0.4998626570403677,0.27012028686043377,0.2188011548277795,0.21378368391112948,P26,0.29245311535408913,0.10519771470129909,0.29245311535408913,0.6844799443115858,1.0,1.0,0.6532610106512963,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,ROT,Panic Disorder,Panic Disorder Raw,34,-0.08344381449080783,-0.41003909628816715,0.2621182941432455,0.6389429370293902,-0.12127101050575985,0.4944778549503017,P4,-0.024098549353152084,-0.1369457626425769,-0.024098549353152084,0.7938455843864066,1.0,1.0,0.8145563484262464,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,O,Social Phobia,Social Phobia Raw,34,-0.1620847570618571,-0.47425578160430115,0.18629187884262172,0.3597542084662493,-0.11338435194156642,0.5231655621561412,P29,-0.10515464325297753,-0.20910720096952562,-0.10515464325297753,0.6844799443115858,1.0,1.0,0.8145563484262464,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,O,Panic Disorder,Panic Disorder Raw,34,0.07830031820414941,-0.26693336981710836,0.40572308458502243,0.6598177787720436,-0.06488385275467405,0.715434030782603,P35,-0.14341522155812714,-0.14341522155812714,0.1271017464098909,0.7938455843864066,1.0,1.0,0.8565249793449199,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,Frontal,Social Phobia,Social Phobia Raw,34,-0.15931786494576267,-0.47205139843633026,0.1890320950501028,0.36812312234206923,0.007507882763698316,0.9663861878606721,P18,-0.04820860880944024,-0.2025064931705723,-0.04820860880944024,0.6844799443115858,1.0,1.0,0.9663861878606721,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,Frontal,Panic Disorder,Panic Disorder Raw,34,-0.06197611606486124,-0.39192771564050805,0.28210192927435307,0.7276917856875393,-0.08651180367289873,0.6266187115179368,P35,-0.15391240943359394,-0.15391240943359394,0.012037877192609334,0.7938455843864066,1.0,1.0,0.835491615357249,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,PO,Social Phobia,Social Phobia Raw,34,-0.11316258934365613,-0.43469356160367034,0.2339560704354823,0.5239838090950708,-0.1397385526631197,0.4305737398149755,P4,-0.17798367851476976,-0.17798367851476976,-0.07506798155668695,0.7938455843864066,1.0,1.0,0.7949053658122625,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,34,-0.19747811128380835,-0.5021125692529229,0.1507550578816502,0.2629340722963811,-0.22369480663992392,0.2034606479878019,P8,-0.28868368129224464,-0.28868368129224464,-0.12304876956609319,0.6844799443115858,1.0,1.0,0.6532610106512963,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,CP,Social Phobia,Social Phobia Raw,34,-0.1782711785557587,-0.4870735510151506,0.17015217667997312,0.3131094848505609,-0.09913469690026144,0.5769774134685912,P18,-0.11270648475214651,-0.2199398385176132,-0.11270648475214651,0.6844799443115858,1.0,1.0,0.8145563484262464,1.0,1.0
P27 omitted; focused post-hoc,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,34,-0.02203841548957848,-0.35753950134168233,0.318500953897738,0.9015423994548079,0.0568506138421906,0.7494593569268049,P4,0.12096048259237493,-0.11259829461607632,0.12096048259237493,0.9015423994548079,1.0,1.0,0.8565249793449199,1.0,1.0
